,DATE,ORG,LOC,PER,Mean
kin,0.9998606901780226,0.9999768178782926,0.9999172515295796,0.9999020677826997,0.9999142068421487
ibo,0.9999124344623347,0.9999576385911436,0.9998085725276916,0.9999418038167995,0.9999051123494924
zul,0.9999358289406256,0.9999584072371082,0.9997781987829373,0.9999188073484713,0.9998978105772856
nya,0.9998562722012604,0.999952851112569,0.9999429085952152,0.9998173115049309,0.9998923358534938
wol,0.9998278395349682,0.9999679853468122,0.9997966753406611,0.9999329003053058,0.9998813501319368
bam,0.9998386825677049,0.9998954102290494,0.9998645933271914,0.9999222447444317,0.9998802327170944
fon,0.9998405589511162,0.9999350725527312,0.9998638957381828,0.9997985701302721,0.9998595243430756
mos,0.999645357939696,0.9999682951424388,0.9998734369636479,0.999888702683821,0.9998439481824009
swa,0.999693993868019,0.9999700825703681,0.9998851209393476,0.9997657337708117,0.9998287327871366
luo,0.9999137835140246,0.9999677260017238,0.9999639255065441,0.9994522673519403,0.9998244255935582
hau,0.9999058649441648,0.9998565549469722,0.9996366488671385,0.9998931274533513,0.9998230490529068
sna,0.9999377889289714,0.9999360148313322,0.9995010160340705,0.9998925635406603,0.9998168458337586
lug,0.9998773408521372,0.9998351173232816,0.9998215419071288,0.9996914686134812,0.9998063671740072
yor,0.9998441824203496,0.9999582895018579,0.9997391215366844,0.9996544354871463,0.9997990072365095
tsn,0.9998233627840404,0.9998689220447388,0.9999165699034851,0.9995444305470539,0.9997883213198295
xho,0.9999653858251087,0.9999436643768366,0.9993007443691322,0.9999314602945312,0.9997853137164022
twi,0.99966552527863,0.9998775764530867,0.9997655774955112,0.9997904106999667,0.9997747724817987
pcm,0.9992704266980719,0.9998918559925591,0.9998135908044803,0.999904591945397,0.9997201163601271
ewe,0.9976284530164563,0.9997751135724016,0.9998673197613401,0.9997356542339183,0.9992516351460291
bbj,0.9985635209709705,0.999444250699187,0.9992127776854562,0.999693767245854,0.999228579150367
