,PER,DATE,LOC,ORG
bam,0.9999381303787231,0.9997765421867371,0.9999000430107117,0.9998321533203125
bbj,0.9998920559883118,0.9994604587554932,0.9996301531791687,0.9998888969421387
ewe,0.9999185800552368,0.9982511401176453,0.9998694062232971,0.9998716711997986
fon,0.9998493790626526,0.9997877478599548,0.999864935874939,0.9998953342437744
hau,0.9998830556869507,0.9998494386672974,0.9997650980949402,0.9998655319213867
ibo,0.9999567270278931,0.9998282194137573,0.9995604157447815,0.999880850315094
kin,0.9999303817749023,0.9998019933700562,0.9998992681503296,0.9997878074645996
lug,0.9999220967292786,0.9998986124992371,0.9999476671218872,0.9998254179954529
luo,0.9999110102653503,0.9997434020042419,0.9999405145645142,0.9997844099998474
mos,0.9998325109481812,0.9997150301933289,0.9997845888137817,0.9998874664306641
nya,0.9999659061431885,0.9994761347770691,0.9997461438179016,0.9998674988746643
pcm,0.9999505281448364,0.9987038969993591,0.9999284148216248,0.9996888041496277
sna,0.9999188184738159,0.9996154308319092,0.9994701147079468,0.9998739361763
swa,0.9999511241912842,0.9992728233337402,0.9999079704284668,0.9995585083961487
tsn,0.999926745891571,0.9998241066932678,0.9999256134033203,0.9997779726982117
twi,0.9999486804008484,0.9997463226318359,0.9999606013298035,0.9999134540557861
wol,0.9999231696128845,0.9998660087585449,0.9997566342353821,0.9996024370193481
xho,0.9996947050094604,0.9994558691978455,0.9993811249732971,0.9998549818992615
yor,0.9998205304145813,0.9997551441192627,0.99907386302948,0.9998725056648254
zul,0.9996060729026794,0.999805748462677,0.9997092485427856,0.9999105334281921
