,DATE,ORG,PER,LOC,Mean
kin,,0.9867544174194336,0.9110056757926941,0.9842144250869751,0.98331513740484
nya,,0.9823504686355591,0.9250051379203796,0.9808295965194702,0.9799419288496369
twi,,0.9873237013816833,0.9258896112442017,0.9751977920532227,0.9796479951988146
zul,,0.981772780418396,0.9272699356079102,0.9804700613021851,0.9795529309985707
mos,,0.9848582148551941,0.9254452586174011,0.9772818684577942,0.9794499023446759
sna,,0.9803861975669861,0.923559844493866,0.9818620085716248,0.9794474741787587
ewe,,0.9823344945907593,0.9304253458976746,0.9785733222961426,0.9789967658450303
tsn,,0.9804317951202393,0.9257957339286804,0.9798566102981567,0.9785612375990859
luo,,0.9736548662185669,0.9198054075241089,0.9832642674446106,0.9767511932595262
fon,,0.9801855683326721,0.9183986783027649,0.974652111530304,0.9756998060976417
ibo,,0.9821937084197998,0.909575879573822,0.9718747735023499,0.9750694343187276
wol,,0.9821805953979492,0.9096221923828125,0.9710394144058228,0.974658903566379
lug,,0.970755934715271,0.9202277660369873,0.9780297875404358,0.9728152369989932
xho,,0.9744578003883362,0.9270990490913391,0.9654250741004944,0.9686936006962674
hau,,0.973296046257019,0.9205220341682434,0.9647408127784729,0.967605913148343
yor,,0.9786633849143982,0.9227321147918701,0.9590771794319153,0.9675264520552552
bam,,0.9620029926300049,0.9035127758979797,0.9732725620269775,0.9657700588402239
bbj,,0.976095974445343,0.915229856967926,0.9550021886825562,0.9640834730805703
swa,,0.9642183184623718,0.9314490556716919,0.9615963697433472,0.9619910832747672
pcm,,0.9517097473144531,0.9287847876548767,0.9696246981620789,0.9597386081241867
