,DATE,LOC,PER,ORG,Mean
nya,,0.974601686000824,0.9908090233802795,0.9797606468200684,0.9817237854003906
twi,,0.9711180925369263,0.9877872467041016,0.9843686819076538,0.9810913403828939
ewe,,,0.9813622832298279,0.9800893664360046,0.9807258248329163
sna,,0.9720450043678284,0.9820917844772339,0.9814993143081665,0.9785453677177429
lug,,,0.9841371774673462,0.9718618392944336,0.9779995083808899
mos,,0.9654349088668823,0.9866762161254883,0.980816125869751,0.9776424169540405
kin,,0.9643837213516235,0.9818520545959473,0.9808105826377869,0.9756821195284525
wol,,0.9680455327033997,0.9874289035797119,0.9714116454124451,0.9756286938985189
fon,,0.9638862013816833,0.9823717474937439,0.9769830107688904,0.9744136532147726
tsn,,0.9672001600265503,,0.9789584279060364,0.9730792939662933
ibo,,0.9654937386512756,,0.9800282716751099,0.9727610051631927
luo,,,0.9807266592979431,0.9635651707649231,0.9721459150314331
zul,,0.9602414965629578,0.981295645236969,,0.9707685708999634
xho,,0.9670933485031128,0.9716300368309021,,0.9693616926670074
hau,,0.952553927898407,0.9821938276290894,0.9727829694747925,0.9691769083340963
bam,,0.9763966202735901,,0.9557151794433594,0.9660558998584747
pcm,,0.9612639546394348,0.9860488176345825,0.9499474763870239,0.965753416220347
swa,,0.9474227428436279,0.9819739460945129,0.9642388224601746,0.9645451704661051
bbj,,0.9453617930412292,0.9713085889816284,0.9707013368606567,0.9624572396278381
yor,,0.9439271688461304,,0.9767083525657654,0.9603177607059479
