,LOC,ORG,DATE,PER,Mean
luo,0.9683114588459254,0.976553817629613,0.9686396095638778,0.8639003964711799,0.9443513206276491
twi,0.9630838142187023,0.9821143248346734,0.97643645514706,0.8524269398978287,0.9435153835245661
sna,0.9529097103242252,0.9718043280196682,0.9859181653916236,0.8539225129920911,0.9411386791819021
ibo,0.94608582172589,0.9672434939193657,0.9869908630191494,0.8590065369782602,0.9398316789106664
xho,0.9493641366234039,0.9697943683153202,0.9811123254068004,0.8556490396501205,0.9389799674989113
nya,0.9566582120413786,0.9781927152693137,0.971199018925674,0.848468320990276,0.9386295668066605
lug,0.9684301606804465,0.9595001253089442,0.9694375647612224,0.8539233405188419,0.9378227978173638
zul,0.949651594313913,0.973299314336124,0.9730164915788435,0.8529469179389555,0.937228579541959
ewe,0.9480838913571351,0.9733554557663194,0.9629493509348027,0.8644290308754816,0.9372044322334347
kin,0.963397150321882,0.9753560859791128,0.9786299076122973,0.8296015806370144,0.9367461811375766
mos,0.9417607555280785,0.9717209523394675,0.9656158731020821,0.8560235335509923,0.933780278630155
tsn,0.9366545137203531,0.973118726289222,0.9770118049534984,0.8470439542366207,0.9334572497999236
wol,0.940275364448139,0.9701473234391529,0.9708768958051684,0.8429683447671018,0.9310669821148906
bam,0.9478664726270797,0.9567369634718615,0.9680469545583457,0.8337135938117195,0.9265909961172516
yor,0.923569778284489,0.9727749951784979,0.9629835581013325,0.84392144223098,0.9258124434488249
bbj,0.9266019807656619,0.9636190102188735,0.9496160057638026,0.8589474202915869,0.9246961042599813
swa,0.9542409384981162,0.9525005493474042,0.9269942972917722,0.8490404200669242,0.9206940513010542
fon,0.9213112664318325,0.9624386441918555,0.9353294478468537,0.8576086895824045,0.9191720120132365
pcm,0.9452165397296787,0.9440300857904773,0.9100351014739108,0.8543176260637191,0.9133998382644465
hau,0.9133267492409843,0.9705634989396977,0.9169849217852633,0.8512404572250175,0.9130289067977407
