,ORG,DATE,PER,LOC,Mean
lug,0.79771125,0.7958682,0.6621994,0.82569915,0.77036947
kin,0.77247334,0.7899967,0.659074,0.8050119,0.756639
nya,0.7699382,0.79466975,0.65904677,0.7928202,0.75411874
sna,0.77045983,0.7910916,0.6532475,0.79289985,0.7519247
luo,0.7630333,0.7879976,0.65187925,0.7924204,0.74883264
tsn,0.76064473,0.7787254,0.6562161,0.7657248,0.7403277
wol,0.74766076,0.7617167,0.65372694,0.7540359,0.7292851
zul,0.7392727,0.7497659,0.65924597,0.7669623,0.7288117
ibo,0.72144306,0.74306905,0.652486,0.75665116,0.71841234
bam,0.7142502,0.7549517,0.6558781,0.73270595,0.71444654
twi,0.7271698,0.72716576,0.66117024,0.74043715,0.7139857
ewe,0.72892547,0.73059994,0.65547705,0.73455626,0.71238965
pcm,0.72887564,0.72160965,0.6497659,0.73835593,0.70965177
xho,0.7180462,0.7104615,0.65806764,0.74059695,0.70679307
mos,0.72356355,0.72077024,0.6506368,0.7293557,0.7060816
hau,0.716714,0.69360036,0.65316683,0.7378947,0.70034397
yor,0.70848054,0.7155902,0.64959234,0.71335095,0.6967535
swa,0.7102188,0.7117294,0.66618997,0.69705737,0.69629884
bbj,0.6899563,0.6964874,0.65014946,0.69311804,0.6824278
fon,0.6996166,0.6826315,0.6498722,0.6883335,0.68011343
