,PER,LOC,ORG,DATE,SWD_mean
bam,,0.002556526921694058,0.0030459085603524727,,0.0028012177410232653
bbj,,0.0029542796522719073,0.002138687802698769,,0.002546483727485338
ewe,0.004741885254588851,,0.00214022811326231,,0.0034410566839255807
fon,0.004496213291076856,0.0030463023974789394,0.0023346410062003997,,0.0032923855649187317
hau,0.00481243012154664,0.003376219339315867,0.0023127313406803296,,0.0035004602671809457
ibo,,0.0025621604186198965,0.0019423780188390083,,0.0022522692187294524
kin,0.005358801243573907,0.0020661203682266205,0.002042748589929033,,0.003155890067243187
lug,0.004962277415415883,,0.0029239253033210844,,0.003943101359368484
luo,0.004051172206800402,,0.0027680394512117346,,0.0034096058290060682
mos,0.004901502868506213,,0.002183232997822415,,0.0035423679331643143
nya,0.005049053313086915,0.0026183829027104366,0.002133255390276645,,0.0032668972020246656
pcm,0.004501615334447706,0.002456540731827772,,,0.003479078033137739
sna,0.004565615381125099,0.0023910348545541638,0.0022595140237626765,,0.003072054753147313
swa,0.004766992424720229,0.0026662582171184113,0.002946699828726196,,0.0034599834901882787
tsn,,0.0025090257756801293,0.0022097886998153626,,0.002359407237747746
twi,0.004929932743834797,0.002885413328044706,0.001871457555807865,,0.003228934542562456
wol,0.004387762965961883,0.0035205628894345864,0.002406903460723697,,0.0034384097720400555
xho,0.004480992444769072,0.0023649082080510198,,,0.003422950326410046
yor,,0.002743069353073224,0.002459409896800935,,0.0026012396249370795
zul,0.004980625130428962,0.0025952722508009174,,,0.0037879486906149396
