,1,2,3,4,5,6,7,8,9,10,11,12
bam,0.012000150579979163,0.008129488409508667,0.007288677408041622,0.008069143958323366,0.0081807350213694,0.0070716342526111475,0.006537917597484011,0.0072617137420820654,0.007500791009988461,0.00803241468035291,0.00804756260610399,0.009555866447954031
bbj,0.011136253972154009,0.007720379649526876,0.006895862067722192,0.007936229983670273,0.007747286136805087,0.007234869037120006,0.0065942206121007985,0.007383399745473677,0.007119685855589826,0.0077741514439064,0.007379698487814797,0.00894007420189761
ewe,0.009737702164670736,0.007134359760016196,0.006310180677246535,0.006998262274805711,0.007227905514127997,0.0068015270550176865,0.006293816642482852,0.0061383439013601064,0.005703669216776082,0.006369008903675422,0.006438157913332058,0.007199132909136097
fon,0.012031806490313102,0.0077015245348661665,0.007179843451808665,0.008157101524716381,0.007640781219834025,0.007475105203411658,0.00634192680297474,0.006755251213689917,0.006520995484152081,0.006733400429311587,0.006648434108986597,0.008422872375528337
hau,0.012009089886305446,0.008333026878631244,0.007958171521067925,0.00800127958552821,0.008108463850931003,0.007836354947812652,0.007005961833669971,0.006793551855025726,0.006720018119570644,0.007070133628531039,0.0070337320845889435,0.008011036005276159
ibo,0.009683603079679415,0.006528074452489818,0.005922049620380676,0.006575129620273401,0.006659625748170583,0.006583174787692769,0.006345030193983803,0.006601957504244638,0.0068500377972971664,0.007492990159941352,0.006929793803465145,0.00864796544571315
kin,0.00855161174058594,0.006016888172325707,0.00559243516454444,0.006697552541936602,0.006207207594798092,0.0060639595615157305,0.005751458976476442,0.006007139206910021,0.005763915443518878,0.006590773396965233,0.00683775575847297,0.008752098007638173
lug,0.009428537320104624,0.006590324862941088,0.005733236914807094,0.006324481000092419,0.006892244355071853,0.006936749364058414,0.005912205898425782,0.006287718385162104,0.006177076961497126,0.0071228346988997755,0.007090098654922865,0.00925427862239303
luo,0.009359580495129194,0.006580363178841253,0.006101590929006306,0.0065753276323903265,0.006416305444190584,0.00615316961454937,0.005698498606648172,0.005937518211643085,0.005456411261548055,0.007436603804308106,0.007278536625259828,0.008670570087663995
mos,0.012272552270587767,0.0073456598776147075,0.007102355992515186,0.007503731014480763,0.007789176716983093,0.007584072446661594,0.006415754497197668,0.006914325859118738,0.006625857621808488,0.007346714108734886,0.007166574910267324,0.008030263792534242
nya,0.009652313098058585,0.006656265946389794,0.006021121430308085,0.006749940636950669,0.006618211942509333,0.0067433442372930585,0.006193286730194814,0.006143622880699695,0.006538373727380531,0.0075426803383985925,0.006782712417286045,0.007654763078638401
pcm,0.01046673890641614,0.007476653809476375,0.006891414895108028,0.007574295454787716,0.0072808271726216844,0.007341225591289913,0.006738307192222237,0.005702948890454233,0.006203369006622476,0.006750610673558792,0.006188761630179822,0.008469718420959301
sna,0.010164576463012054,0.006920263104575497,0.006433371992216053,0.007066717910220177,0.006954577438705201,0.0072708005949380095,0.00667301945793497,0.007276295201184742,0.007170410534702872,0.007282346292110257,0.0065535180245509155,0.008419961424806388
swa,0.010105306063223907,0.007520040959775542,0.006850351662023968,0.007410628052070933,0.007113655245575501,0.007098777077885643,0.006797843960271166,0.0060163312559780024,0.006715472888269384,0.007075566596540739,0.007391991137865261,0.008462712946614678
tsn,0.009884614162047,0.007143164197373153,0.0061097368652554,0.006940749130308177,0.006542879613448349,0.006199027372645105,0.005764216104466868,0.006159941672043108,0.005855350010278926,0.006484432956616122,0.006318544242427985,0.008166940639663759
twi,0.009780479791174912,0.006392138885075838,0.00565520478369308,0.006246656298912967,0.0061381285645438766,0.005513105684599395,0.005203077152145852,0.004854044357064898,0.005069107045073906,0.005806618183214596,0.005741631620518699,0.00689787709779921
wol,0.009633557538222703,0.00690263588239759,0.006676965211909192,0.007100479755422384,0.007116142140375814,0.007038063652544224,0.006364668307242027,0.007292141483048908,0.007147978653695948,0.007423387274532918,0.00716293731860181,0.007722322566526903
xho,0.010586690282366362,0.0073076610544831055,0.0068466924460608425,0.00748974365126287,0.007247337102626261,0.007139541379729053,0.007110309189442887,0.00748151068895216,0.007886739422701794,0.008305170068069856,0.008423980128706413,0.008781598781752109
yor,0.012314679626570069,0.00794125598872597,0.007276088465118846,0.007792606888983755,0.007939572748227874,0.007807122765029817,0.007058987583604903,0.007900728034504331,0.007987835312330086,0.008793355660600355,0.007504441034294966,0.0126455987542613
zul,0.00921103701557513,0.006785555991882575,0.006238858314986828,0.007045196447165836,0.006859445290842814,0.006674517889450726,0.006174596202754401,0.006558103144167641,0.006017639493165916,0.006432308870898851,0.0067676289054361405,0.007462229256513335
