layer,model,rank_type,language,pearson
2,mbert,top5,lug,0.8923550462628103
2,mbert,top5,kin,0.8816793221379068
2,mbert,top5,twi,0.8695831401506586
2,mbert,top5,sna,0.867742942047823
2,mbert,top5,luo,0.8615257220615631
2,mbert,worst5,bbj,0.6607787251527203
2,mbert,worst5,yor,0.7019768099731197
2,mbert,worst5,fon,0.7480822767270778
2,mbert,worst5,pcm,0.7559901694087251
2,mbert,worst5,bam,0.7787370044647113
3,mbert,top5,lug,0.9377529901564996
3,mbert,top5,kin,0.9348611021234632
3,mbert,top5,sna,0.9240746528027625
3,mbert,top5,twi,0.9230949221212965
3,mbert,top5,nya,0.9197255549384316
3,mbert,worst5,bbj,0.7907146102265183
3,mbert,worst5,yor,0.8210776690805986
3,mbert,worst5,fon,0.842825406208297
3,mbert,worst5,pcm,0.848898286195216
3,mbert,worst5,bam,0.8696111105090214
10,mbert,top5,lug,0.9785637053249352
10,mbert,top5,kin,0.9769509851482789
10,mbert,top5,twi,0.9716678014315054
10,mbert,top5,luo,0.971306990184041
10,mbert,top5,nya,0.9711768052855452
10,mbert,worst5,bbj,0.9251861080034571
10,mbert,worst5,yor,0.9313207650945323
10,mbert,worst5,fon,0.9334442879275376
10,mbert,worst5,pcm,0.9460914844169577
10,mbert,worst5,ewe,0.9476038179123618
12,mbert,top5,lug,0.9207002428479493
12,mbert,top5,kin,0.9047679123498811
12,mbert,top5,nya,0.8901155404674264
12,mbert,top5,sna,0.8783827349860127
12,mbert,top5,luo,0.8737262163668746
12,mbert,worst5,yor,0.6906615695108911
12,mbert,worst5,bbj,0.6945354492857422
12,mbert,worst5,fon,0.7221062160682238
12,mbert,worst5,pcm,0.7668781183552916
12,mbert,worst5,ewe,0.7852481173388662
