,PER,ORG,DATE,LOC
bam,0.7952769994735718,0.6593611240386963,0.7527751922607422,0.7077313661575317
bbj,0.8337355256080627,0.7108772397041321,0.6279982924461365,0.45209065079689026
ewe,0.8569358587265015,0.8127396702766418,0.513483464717865,0.791075587272644
fon,0.8375285863876343,0.7871218919754028,0.7013464570045471,0.6051841378211975
hau,0.8528827428817749,0.8486620783805847,0.8417661786079407,0.6031814813613892
ibo,0.8372069001197815,0.8570796251296997,0.8895716071128845,0.697143018245697
kin,0.8599072694778442,0.8787683248519897,0.8740230202674866,0.8864818215370178
lug,0.9671033620834351,0.8273178935050964,0.7820696234703064,0.8748949766159058
luo,0.8571465015411377,0.8314489722251892,0.8205956220626831,0.8321411609649658
mos,0.8334277272224426,0.7830443382263184,0.5541268587112427,0.6808821558952332
nya,0.8778226375579834,0.8886078000068665,0.8413099050521851,0.7974833250045776
pcm,0.8474568128585815,0.762100100517273,0.508059561252594,0.7927373647689819
sna,0.8720835447311401,0.8635696172714233,0.8880526423454285,0.7098379731178284
swa,0.8250729441642761,0.798643171787262,0.7300905585289001,0.8800857663154602
tsn,0.8295373320579529,0.8120262622833252,0.8553777933120728,0.7685694694519043
twi,0.8749698400497437,0.8781349658966064,0.7568274140357971,0.8274170160293579
wol,0.8392471671104431,0.8397960662841797,0.8356286883354187,0.6450328826904297
xho,0.8230723142623901,0.8385454416275024,0.8928872346878052,0.5757755637168884
yor,0.6589213609695435,0.7461240291595459,0.683124303817749,0.4716865122318268
zul,0.7745006084442139,0.884149968624115,0.8488075137138367,0.7182410359382629
