,ORG,DATE,LOC,PER
bam,0.9158967137336731,0.953454315662384,0.9271391034126282,0.9615713357925415
bbj,0.9407565593719482,0.9179384112358093,0.8430293798446655,0.9503095746040344
ewe,0.9651899933815002,0.8768861889839172,0.9343497157096863,0.9452465772628784
fon,0.9512971043586731,0.9243677258491516,0.8953314423561096,0.9492052793502808
hau,0.9723095893859863,0.96084064245224,0.9057965278625488,0.9647844433784485
ibo,0.9676136374473572,0.9797006845474243,0.9276949763298035,0.9650871157646179
kin,0.9774577617645264,0.9657631516456604,0.9607728719711304,0.9733151793479919
lug,0.9747987389564514,0.9535889625549316,0.9565035104751587,0.9536125659942627
luo,0.9661728143692017,0.9687313437461853,0.9580097198486328,0.9520289897918701
mos,0.9620449542999268,0.912749171257019,0.9198903441429138,0.9569987654685974
nya,0.9786176085472107,0.9570841193199158,0.9068922996520996,0.9686247706413269
pcm,0.9286704659461975,0.8598076701164246,0.9378454089164734,0.9582977890968323
sna,0.9607200026512146,0.9707923531532288,0.9044107794761658,0.9698830246925354
swa,0.9375051856040955,0.9230151176452637,0.9418231248855591,0.9301579594612122
tsn,0.9569779634475708,0.9674082398414612,0.9339805245399475,0.9609060287475586
twi,0.9758425354957581,0.9458035826683044,0.9583650827407837,0.9663258790969849
wol,0.9619640111923218,0.9625529050827026,0.913170337677002,0.9635993838310242
xho,0.9619593620300293,0.9812950491905212,0.8924093842506409,0.942770779132843
yor,0.9512419700622559,0.9279479384422302,0.8471075892448425,0.9110515117645264
zul,0.9712182879447937,0.9663956761360168,0.9217973351478577,0.9374277591705322
