,PER,LOC,DATE,ORG
bam,0.9999963045120239,0.9999912977218628,0.9999862313270569,0.9999871850013733
bbj,0.9999914169311523,0.9999926090240479,0.9999879002571106,0.999993085861206
ewe,0.9999934434890747,0.9999926090240479,0.9999796748161316,0.9999894499778748
fon,0.9999899864196777,0.9999913573265076,0.9999822378158569,0.99998939037323
hau,0.9999943971633911,0.9999909400939941,0.9999873638153076,0.9999911189079285
ibo,0.9999946355819702,0.9999948143959045,0.9999940395355225,0.9999857544898987
kin,0.9999963045120239,0.9999954104423523,0.9999958276748657,0.9999955892562866
lug,0.9999979138374329,0.9999921917915344,0.9999942779541016,0.9999969601631165
luo,0.999992311000824,0.9999924302101135,0.999994158744812,0.9999849200248718
mos,0.9999963045120239,0.999994158744812,0.9999874234199524,0.999993622303009
nya,0.999996542930603,0.9999963641166687,0.9999924898147583,0.9999912977218628
pcm,0.999991238117218,0.9999852180480957,0.999945878982544,0.9999737739562988
sna,0.9999954700469971,0.9999955892562866,0.9999958276748657,0.9999973773956299
swa,0.9999905824661255,0.9999912977218628,0.9999725222587585,0.9999710321426392
tsn,0.9999949932098389,0.999993622303009,0.9999924302101135,0.9999874234199524
twi,0.9999954700469971,0.9999897480010986,0.9999898076057434,0.9999901056289673
wol,0.9999960064888,0.9999950528144836,0.9999918341636658,0.9999863505363464
xho,0.9999950528144836,0.9999969601631165,0.9999952912330627,0.9999956488609314
yor,0.9999916553497314,0.9999933838844299,0.9999889135360718,0.9999894499778748
zul,0.9999972581863403,0.9999939203262329,0.999993085861206,0.9999954104423523
