,PER,LOC,DATE,ORG
bam,,0.999926745891571,,0.9999687671661377
bbj,0.9999774694442749,0.9999417662620544,,0.9999674558639526
ewe,0.9999856948852539,,,0.9999666213989258
fon,0.9999783039093018,0.999926745891571,,0.9999164938926697
hau,0.9999855160713196,0.9999379515647888,,0.9999673962593079
ibo,,0.9999251365661621,,0.9999392628669739
kin,0.9999797344207764,0.9998995065689087,,0.9999715685844421
lug,0.9999940991401672,,,0.999971330165863
luo,0.9999778270721436,,,0.9999032616615295
mos,0.9999881386756897,0.9999085068702698,,0.9999392032623291
nya,0.9999912977218628,0.9999422430992126,,0.9998917579650879
pcm,0.9999799132347107,0.9999335408210754,,0.999920666217804
sna,0.9999829530715942,0.9999659657478333,,0.9999535083770752
swa,0.9999255537986755,0.9999107122421265,,0.9999513626098633
tsn,,0.9999328255653381,,0.9999385476112366
twi,0.9999841451644897,0.9999396800994873,,0.9999770522117615
wol,0.9999776482582092,0.9999401569366455,,0.9999630451202393
xho,0.9999819397926331,0.9999739527702332,,
yor,,0.9998462796211243,,0.999958872795105
zul,0.9999864101409912,0.9999701976776123,,
