,LOC,DATE,ORG,PER,Mean
lug,0.9999626080380744,0.9999628442677302,0.9999691750446751,0.9999922270771955,0.9999717136069187
sna,0.9999738751480921,0.9999616542534028,0.9999796610445866,0.999969752289964,0.9999712356840114
kin,0.999967930271541,0.9999251920977645,0.9999745702177547,0.9999688611146241,0.9999591384254211
hau,0.9999572946655174,0.9999416917681908,0.999952210043554,0.9999778007374501,0.999957249303678
nya,0.9999772694118202,0.9999100797033024,0.9999628739207482,0.9999755262973868,0.9999564373333145
xho,0.9999521777672378,0.9999714931496412,0.9999634443915464,0.9999239172228874,0.9999527581328281
wol,0.9999460269847043,0.9999106096473641,0.999975634943164,0.9999720823249988,0.9999510884750578
ibo,0.9999427702731434,0.9999531684309427,0.9999197723015155,0.999976149936108,0.9999479652354273
twi,0.9999415915039122,0.999901916099606,0.9999713495500702,0.9999752069637685,0.9999475160293392
zul,0.9999413065720039,0.999922146572992,0.9999779403305354,0.9999472432466636,0.9999471591805487
luo,0.999963748360654,0.9999212831614464,0.9999406183736324,0.9999471753460261,0.9999432063104396
bam,0.9999390145232877,0.9998939280664595,0.9999657530317474,0.9999703519319357,0.9999422618883577
swa,0.9999421359245514,0.9999048542225845,0.9999418070584596,0.999971048507989,0.9999399614283961
mos,0.9998958817760656,0.9999025084719911,0.9999660328107962,0.9999630328666416,0.9999318639813736
tsn,0.999881791157597,0.9999423134182267,0.9999466025266948,0.9999477226264242,0.9999296074322357
fon,0.9998723782623072,0.9998283247071412,0.9999638620270338,0.9999398234784642,0.9999010971187365
ewe,0.9998793522436511,0.9998222678543751,0.9999337403666745,0.999966926204377,0.9999005716672694
bbj,0.9998904918361023,0.9997320390081911,0.9999028381236099,0.9999700304927939,0.9998738498651744
yor,0.9998387665508113,0.9998564577045013,0.9999084972933908,0.9998770611849928,0.9998701956834241
pcm,0.9998747942600539,0.9997252531311377,0.999877407880596,0.9999682165180461,0.9998614179474584
