,ORG,PER,DATE,LOC,Mean
bam,0.9998381733894348,0.9998196363449097,0.9998794794082642,0.9997230768203735,0.9998150914907455
zul,0.9999528527259827,0.9999294877052307,0.9997023940086365,0.9995706081390381,0.999788835644722
lug,0.9996526837348938,0.9997506737709045,0.9998697638511658,0.9997859001159668,0.9997647553682327
yor,0.9996649026870728,0.9998529553413391,0.9998663067817688,0.9993828535079956,0.9996917545795441
ewe,0.9998385310173035,0.999852180480957,0.9994074106216431,0.9996583461761475,0.9996891170740128
ibo,0.999961256980896,0.9999504685401917,0.9999657869338989,0.9988285303115845,0.9996765106916428
wol,0.9995008111000061,0.999880850315094,0.9997428059577942,0.9995511770248413,0.9996689110994339
fon,0.9995547533035278,0.999839186668396,0.9998185634613037,0.9994323253631592,0.9996612071990967
bbj,0.9999513030052185,0.999935507774353,0.9998908042907715,0.9988563656806946,0.9996584951877594
tsn,0.998989462852478,0.9999328255653381,0.9998581409454346,0.9998472929000854,0.999656930565834
sna,0.9994407892227173,0.9999285936355591,0.9994005560874939,0.9997873902320862,0.9996393322944641
twi,0.9999799728393555,0.9999082088470459,0.998756468296051,0.9998393058776855,0.9996209889650345
mos,0.9994899034500122,0.9998394846916199,0.9994601607322693,0.9996309280395508,0.999605119228363
hau,0.9999033212661743,0.9992245435714722,0.999681830406189,0.9995512366294861,0.9995902329683304
nya,0.999292254447937,0.9998209476470947,0.9992566108703613,0.9996132254600525,0.9994957596063614
kin,0.9995262622833252,0.9991158246994019,0.9995667934417725,0.9997555017471313,0.9994910955429077
xho,0.9996861219406128,0.9997877478599548,0.9984867572784424,0.9989793300628662,0.999234989285469
luo,0.9995688199996948,0.9934321641921997,0.9998607039451599,0.9999268651008606,0.9981971383094788
pcm,0.9983471632003784,0.999919593334198,0.9917124509811401,0.9996644854545593,0.997410923242569
swa,0.9892579317092896,0.9999327659606934,0.9966955184936523,0.9989577531814575,0.9962109923362732
