,ORG,PER,DATE,LOC,Mean
zul,,,,0.9221778512001038,0.9221778512001038
tsn,0.9130699634552002,,,0.9282047152519226,0.9206373393535614
wol,0.9151731133460999,,,,0.9151731133460999
nya,0.9082140326499939,,,,0.9082140326499939
bbj,0.9003496766090393,,,,0.9003496766090393
kin,0.8940356373786926,,,,0.8940356373786926
ibo,0.8956038355827332,,,0.8878430128097534,0.8917234241962433
pcm,,0.8368053436279297,,0.9339188933372498,0.8853621184825897
ewe,0.9037365317344666,0.8151239156723022,,,0.8594302237033844
sna,,0.7661036252975464,,0.9281899929046631,0.8471468091011047
twi,,0.842054545879364,,,0.842054545879364
yor,0.8697792291641235,,,0.8073819875717163,0.8385806083679199
mos,0.8858563899993896,0.7746381759643555,,,0.8302472829818726
bam,0.8299446105957031,,,,0.8299446105957031
xho,,0.7609843015670776,,0.8936219215393066,0.8273031115531921
luo,0.8683186173439026,0.7851468324661255,,,0.826732724905014
lug,0.8814865946769714,0.7654708623886108,,,0.8234787285327911
fon,,0.8195797801017761,,,0.8195797801017761
swa,,0.8184404969215393,,,0.8184404969215393
hau,0.7710354328155518,0.8383846879005432,,,0.8047100603580475
