,PER,LOC,ORG,DATE,SWD_mean
bam,0.008117665771351312,0.010999094975886692,0.01383835838532832,0.010440388452934712,0.010848876896375259
bbj,0.008190894328890863,0.014189110142979189,0.009014309041958768,0.01504178126106126,0.01160902369372252
ewe,0.010064242321277561,0.009165170374217269,0.007904452540515194,0.016650593457598006,0.010946114673402008
fon,0.01019859476491547,0.01350761520643573,0.00802368245604157,0.011650258582449169,0.010845037752460485
hau,0.007667661975574447,0.01462667267605866,0.008180781097507861,0.008697876429323514,0.00979324804461612
ibo,0.0069551742481053225,0.014527948453178396,0.008092447984381579,0.008304837643208884,0.009470102082218546
kin,0.009013215327286161,0.008459827559818223,0.006870305402117083,0.010650598669599276,0.008748486739705186
lug,0.008490664929013292,0.007840881619813445,0.009497829671090585,0.011252914689066529,0.009270572727245963
luo,0.008041666567805805,0.0087594079950577,0.007631983231931372,0.009110204213357065,0.008385815502037985
mos,0.008680771671151888,0.0120692708178467,0.008072700341472228,0.013092761092593719,0.010478875980766134
nya,0.006723224468260014,0.01254156922823313,0.007902542783995159,0.01010863410829188,0.009318992647195046
pcm,0.007240118447953137,0.0077184021756693255,0.010036961719379178,0.016769934060903324,0.010441354100976241
sna,0.008253027640421351,0.011611814604293613,0.008755294229558785,0.008806761094092508,0.009356724392091564
swa,0.008292504124256084,0.006109999435466307,0.009543260378450213,0.013428506434138399,0.00934356759307775
tsn,0.008715716650840477,0.011344340090545302,0.008690497107636475,0.008680019592247845,0.009357643360317525
twi,0.007169529782913742,0.007964431863456412,0.006552309777816845,0.010855094320504577,0.008135341436172894
wol,0.007710026850872964,0.013496842853783164,0.00824701388955873,0.01116316360548808,0.010154261799925735
xho,0.009560304375554551,0.013357670641198638,0.00962579551833187,0.008603039359513787,0.010286702473649711
yor,0.010875598235543293,0.015274274589501147,0.008702544168045279,0.01407177056717046,0.012231046890065045
zul,0.009000316551464493,0.010732245077633706,0.007818476788997941,0.009116898029333242,0.009166984111857346
