,DATE,LOC,PER,ORG,Mean
twi,0.9767322868455457,0.9722029009197645,0.984123352472971,0.9876851570272754,0.9801859243163892
kin,0.982386397699415,0.9718424028972508,0.9720974076850895,0.9866001250755912,0.9782315833393367
lug,0.9744758815745014,0.9779156517436918,0.9913024938348434,0.966976893094561,0.9776677300618994
luo,0.9697839104796566,0.972615402390518,0.9809528765859373,0.9872687755732724,0.9776552412573462
nya,0.9715255013122733,0.9620337751546212,0.9824924343511019,0.9892967639750015,0.9763371186982495
sna,0.9843368189197741,0.9494103139899791,0.9846920780801621,0.9801400957784309,0.9746448266920866
ewe,0.9688730959701277,0.9562283641575996,0.983759900112825,0.9859885845886464,0.9737124862072996
zul,0.975789609791807,0.9568433667481175,0.9779963578664553,0.9836460585795848,0.973568848246491
tsn,0.9782550653373859,0.9546306301920235,0.9790659440267856,0.98097782082765,0.9732323650959612
ibo,0.9853028542734291,0.9430319811901707,0.983070100897846,0.9780974771095959,0.9723756033677604
wol,0.9762281362833254,0.9424191060263906,0.9840350567979087,0.9854337225178904,0.9720290054063787
xho,0.9824915848730021,0.9454916390402542,0.9800911381379005,0.9799202796334698,0.9719986604211568
mos,0.9725090453594857,0.9402061414531182,0.9856663970877014,0.9841803658775251,0.9706404874444576
bam,0.9723008396001547,0.9507923376428253,0.9780733331957495,0.9716503947809653,0.9682042263049236
swa,0.9398320978207222,0.979052582763796,0.9833968953479968,0.9680394217326972,0.9675802494163032
yor,0.9664807342757736,0.9257910596573408,0.9699378213047879,0.9828824785018955,0.9612730234349495
bbj,0.9568095263591719,0.9278195267484983,0.9839773503875402,0.9757383484637603,0.9610861879897427
hau,0.9382970001416728,0.9357140568235037,0.9836787128360079,0.9827607190856817,0.9601126222217164
pcm,0.9297081415052535,0.9671302782640889,0.987545391160494,0.9554565376493978,0.9599600871448085
fon,0.9409328646998322,0.92052008481223,0.9844084210697368,0.9759414466177194,0.9554507042998797
