,ORG,LOC,DATE,PER
bam,0.9991655349731445,0.9992098808288574,,
bbj,0.9983130097389221,0.9989065527915955,,
ewe,0.9982677102088928,,,0.9589856266975403
fon,0.9978505373001099,0.9988430738449097,,0.975272536277771
hau,0.9990504384040833,0.999131441116333,,0.9412309527397156
ibo,0.9978776574134827,0.9993622899055481,,
kin,0.9951633810997009,0.9985637068748474,,0.9432821869850159
lug,0.9989185929298401,,,0.9436035752296448
luo,0.9983096718788147,,,0.9421596527099609
mos,0.999434232711792,,,0.9461448788642883
nya,0.9985379576683044,0.9996200799942017,,0.9460022449493408
pcm,,0.9990622997283936,,0.951764702796936
sna,0.9995298385620117,0.9996396899223328,,0.9471462965011597
swa,0.9987228512763977,0.9994468688964844,,0.9474400281906128
tsn,0.9970313310623169,0.9992964863777161,,
twi,0.9991768598556519,0.9989222288131714,,0.9517383575439453
wol,0.998481810092926,0.9995889663696289,,0.9522287249565125
xho,,0.9977134466171265,,0.9684927463531494
yor,0.9996029734611511,0.9988362193107605,,
zul,,0.9903020858764648,,0.9782618880271912
