,ORG,DATE,PER,LOC,Mean
lug,0.9030947220850489,0.8612464634215665,0.9793744490898301,0.9175805880965453,0.9153240556732477
luo,0.9310060112612382,0.8432105946922174,0.9550490578479043,0.9113717898404244,0.910159363410446
kin,0.9315053618483917,0.8801580033553313,0.9280300763154604,0.8942777659183148,0.9084928018593745
twi,0.9417280502438473,0.846928708957036,0.9529119745218116,0.8751244834988479,0.9041733043053857
ibo,0.9065736649962091,0.916607212213512,0.9314089443956517,0.8413671202879399,0.8989892354733282
swa,0.8971123186931264,0.8214975814450042,0.9428443905405529,0.8977689743971763,0.8898058162689649
sna,0.9146327179179441,0.9154504535881149,0.919593824870984,0.7770168050431692,0.8816734503550531
nya,0.9351116274790902,0.8255514044011659,0.9243047610287229,0.83810676005461,0.8807686382408972
tsn,0.9041273017243422,0.8674121284802327,0.9352240668836975,0.791521743198609,0.8745713100717203
zul,0.9137438520118867,0.8576111555299589,0.8717540711533196,0.818205907547745,0.8653287465607276
xho,0.8940489318606039,0.9207449964521646,0.8982052587764593,0.6873139201525195,0.8500782768104368
hau,0.8975249881738747,0.879925740007649,0.9137961721494218,0.7080615096740212,0.8498271025012416
wol,0.9047103133676353,0.8538340054620329,0.9099442348536358,0.7191665417548212,0.8469137738595314
ewe,0.9136478260493905,0.6578312123969848,0.9228947733224935,0.8197960404664997,0.8285424630588422
pcm,0.8785150289156789,0.6206173206743912,0.9563891152084714,0.8545736034257334,0.8275237670560687
bam,0.8276538725314917,0.788657845564412,0.898375333256081,0.7877934121445329,0.8256201158741294
mos,0.9001538175349314,0.7201486762550786,0.9132341124463708,0.746217366637276,0.8199384932184142
fon,0.8838532539325772,0.7280244503860138,0.9275797082704074,0.6906414666298226,0.8075247198047052
yor,0.8503495311424536,0.7461042501719938,0.7928052775873277,0.5300920377479448,0.72983777416243
bbj,0.7734348202152178,0.6857888159419266,0.9335716535485248,0.49530562562139024,0.7220252288317649
