,PER,LOC,ORG,DATE
bam,0.9436280727386475,0.9149364233016968,0.8950250148773193,0.9338337182998657
bbj,0.9431812167167664,0.7947622537612915,0.9023196697235107,0.8604098558425903
ewe,0.9531303644180298,0.9004051685333252,0.9385938048362732,0.8427543640136719
fon,0.9377968311309814,0.8690090179443359,0.9170446395874023,0.8950902819633484
hau,0.9590804576873779,0.8740803003311157,0.9570064544677734,0.9532593488693237
ibo,0.9522380232810974,0.8904919028282166,0.9502201080322266,0.9695456624031067
kin,0.961715579032898,0.9600726962089539,0.9659930467605591,0.9517620205879211
lug,0.9836546182632446,0.9337220191955566,0.9561449289321899,0.9215433597564697
luo,0.9483882188796997,0.94028240442276,0.9494520425796509,0.9559472799301147
mos,0.9494627714157104,0.9037034511566162,0.9411966800689697,0.8849878907203674
nya,0.9706608057022095,0.9164314866065979,0.9616138935089111,0.93839031457901
pcm,0.9537185430526733,0.9071277976036072,0.926967978477478,0.8320307731628418
sna,0.9663991332054138,0.8714456558227539,0.9570862054824829,0.9585185050964355
swa,0.9324907064437866,0.9254118204116821,0.9077640771865845,0.8858240842819214
tsn,0.955254077911377,0.8990845084190369,0.9435940384864807,0.9542994499206543
twi,0.9603087306022644,0.9346198439598083,0.9656762480735779,0.9349411725997925
wol,0.9565882086753845,0.8936867117881775,0.9496186971664429,0.9453288912773132
xho,0.9359537363052368,0.8637414574623108,0.9385043382644653,0.9732591509819031
yor,0.8844605684280396,0.8111031651496887,0.9261585474014282,0.8873240947723389
zul,0.9331162571907043,0.8900669813156128,0.9546316862106323,0.9513055086135864
