,DATE,PER,LOC,ORG
bam,,,0.9975561499595642,0.9970700144767761
bbj,,,0.9979724287986755,0.996972918510437
ewe,,0.99103844165802,,0.9962164163589478
fon,,0.9951878190040588,0.9855133295059204,0.9969635009765625
hau,,0.9783506989479065,0.9991084933280945,0.9992623925209045
ibo,,,0.9989372491836548,0.9911718964576721
kin,,0.978958785533905,0.9995615482330322,0.9986348748207092
lug,,0.9830241799354553,,0.9965369701385498
luo,,0.9815013408660889,,0.9988870024681091
mos,,0.9851551055908203,,0.9969441890716553
nya,,0.9934784173965454,0.9967553019523621,0.9982362985610962
pcm,,0.9840176701545715,0.9965959191322327,
sna,,0.9844723343849182,0.9983200430870056,0.9997608065605164
swa,,0.9892928004264832,0.9990367889404297,0.9968187212944031
tsn,,,0.9985056519508362,0.9990556836128235
twi,,0.9852185845375061,0.9977035522460938,0.9991142749786377
wol,,0.9865463376045227,0.9994729161262512,0.9987635612487793
xho,,0.9910907745361328,0.9980095028877258,
yor,,,0.9984776973724365,0.9989252090454102
zul,,0.9966259002685547,0.9975767731666565,
