,LOC,DATE,ORG,PER
bam,0.9555243849754333,,0.9522304534912109,
bbj,0.8981272578239441,,0.970492422580719,
ewe,,,0.9711765050888062,0.9681010246276855
fon,0.9242416024208069,,0.9823542237281799,0.9667285084724426
hau,0.9201632142066956,,0.9724820256233215,0.9892467856407166
ibo,0.930321216583252,,0.9712119698524475,
kin,0.9612078666687012,,0.9700833559036255,0.9843936562538147
lug,,,0.9780522584915161,0.9682049751281738
luo,,,0.9677683115005493,0.9735051989555359
mos,,,0.9712543487548828,0.980035662651062
nya,0.9226816892623901,,0.9788640737533569,0.9949352741241455
pcm,0.9739715456962585,,0.9195386171340942,0.9934380650520325
sna,0.9434483051300049,,0.9431870579719543,0.9806470274925232
swa,0.9822856783866882,,0.9533523321151733,0.9870927333831787
tsn,0.9284505844116211,,0.9702617526054382,
twi,0.9760647416114807,,0.9853706955909729,0.9930247068405151
wol,0.9344879388809204,,0.9704655408859253,0.9869615435600281
xho,0.9272470474243164,,,0.9380518794059753
yor,0.8608037829399109,,0.9758334159851074,
zul,0.927409827709198,,,0.9612401723861694
