,PER,LOC,ORG,DATE,SWD_mean
bam,0.015763382414661464,0.017963362115551718,0.021612865717543173,,0.018446536749252118
bbj,0.01192918308879598,0.02739120846217702,0.016857203955623845,,0.018725865168865614
ewe,0.014092414268816356,0.01725241152144008,0.01738165415918047,,0.016242159983145637
fon,0.015720680443337187,0.019149628804370877,0.017778164818082587,,0.01754949135526355
hau,0.013363813192881935,0.025019525628522388,0.01675595249798789,,0.018379763773130737
ibo,0.0126294341744142,0.021564090746323927,0.01800723487031064,,0.017400253263682924
kin,0.014410725449124584,0.020154353576799622,0.018673323111215723,,0.01774613404571331
lug,0.015468495648747194,0.01585333948241896,0.01897656608343823,,0.01676613373820146
luo,0.013207832162152044,0.01993252612737706,0.019431658776738914,,0.017524005688756006
mos,0.015444148456481344,0.019529566136043286,0.016216581024309562,,0.017063431872278063
nya,0.011725080061296467,0.020179362552880775,0.016235615647019586,,0.01604668608706561
pcm,0.012913301232401864,0.016868240090843756,0.018683429498196347,,0.01615499027381399
sna,0.014097014675826358,0.02185120912599814,0.017610495842745877,,0.017852906548190123
swa,0.014929360779206036,0.01602975747846358,0.018995834958332125,,0.01665165107200058
tsn,0.015898666517387028,0.02086818821499037,0.01821900109462149,,0.01832861860899963
twi,0.01083883429873822,0.020510764374193968,0.0147683949671773,,0.015372664546703163
wol,0.014546887890901417,0.02212986541508144,0.01563685569271911,,0.01743786966623399
xho,0.018220386954453716,0.021620463079671026,0.018095826233547996,,0.019312225422557578
yor,,0.030730928478078567,0.018673223348741885,,0.024702075913410226
zul,0.017588373793842038,0.017881625695736147,0.01708962658449309,,0.017519875358023757
