,ORG,PER,DATE,LOC
bam,0.9988442063331604,,,0.996644139289856
bbj,0.9977235198020935,,,0.9965265989303589
ewe,0.997718334197998,0.9992958307266235,,
fon,0.9971768856048584,0.9950036406517029,,0.9956616163253784
hau,0.998624861240387,0.9992033243179321,,0.9960938096046448
ibo,0.997184693813324,,,0.9992983341217041
kin,0.9940876364707947,0.9994533061981201,,0.9949270486831665
lug,0.9985294938087463,0.9994959831237793,,
luo,0.9978842735290527,0.9992619752883911,,
mos,0.999173641204834,0.9995964169502258,,
nya,0.9981082081794739,0.9996470808982849,,0.9979475140571594
pcm,,0.99983149766922,,0.9994432926177979
sna,0.9992029070854187,0.9996948838233948,,0.998859703540802
swa,0.9982544779777527,0.9996823072433472,,0.9977052211761475
tsn,0.9962934255599976,,,0.9966346025466919
twi,0.998776376247406,0.9997923970222473,,0.9957998991012573
wol,0.9979663491249084,0.9998077154159546,,0.9980144500732422
xho,,0.9970400929450989,,0.9929701089859009
yor,0.9995571970939636,,,0.996359646320343
zul,,0.9935117959976196,,0.9819141626358032
