,ORG,LOC,DATE,PER
bam,0.9999904632568359,0.9999942183494568,0.9999827146530151,0.9999955296516418
bbj,0.9999949932098389,0.9999915361404419,0.9999881386756897,0.9999937415122986
ewe,0.9999915957450867,0.999993622303009,0.9999729990959167,0.9999950528144836
fon,0.9999923706054688,0.9999924302101135,0.999981164932251,0.9999939799308777
hau,0.999992847442627,0.9999927878379822,0.9999876618385315,0.9999964833259583
ibo,0.9999864101409912,0.9999954700469971,0.9999943375587463,0.9999960660934448
kin,0.9999944567680359,0.9999946355819702,0.9999935030937195,0.9999962449073792
lug,0.9999949336051941,0.9999881982803345,0.9999886751174927,0.9999980330467224
luo,0.9999822974205017,0.9999902248382568,0.9999932050704956,0.9999929666519165
mos,0.999993622303009,0.9999951720237732,0.9999863505363464,0.9999975562095642
nya,0.9999827742576599,0.9999962449073792,0.9999847412109375,0.999997079372406
pcm,0.999971330165863,0.9999885559082031,0.9999279379844666,0.9999930262565613
sna,0.9999979138374329,0.9999911189079285,0.999992847442627,0.9999972581863403
swa,0.9999735951423645,0.9999945759773254,0.9999576807022095,0.9999911785125732
tsn,0.9999819993972778,0.9999922513961792,0.9999872446060181,0.9999955892562866
twi,0.9999933242797852,0.9999929070472717,0.9999893307685852,0.9999972581863403
wol,0.9999855160713196,0.9999967813491821,0.9999902844429016,0.9999967813491821
xho,0.999995231628418,0.9999945759773254,0.9999937415122986,0.9999945163726807
yor,0.9999920129776001,0.9999934434890747,0.9999895691871643,0.999994695186615
zul,0.9999966025352478,0.999995768070221,0.9999887347221375,0.9999971985816956
