,ORG,LOC,DATE,PER
bam,0.9999704360961914,0.9999967217445374,,0.999941885471344
bbj,0.9999959468841553,0.9999834299087524,,0.999997079372406
ewe,0.9999925494194031,0.9999939799308777,,0.9999899864196777
fon,0.9999976754188538,0.9999935030937195,,0.9999970197677612
hau,0.999972403049469,0.9999953508377075,,0.9999890327453613
ibo,0.9999935626983643,0.9999932646751404,,
kin,0.9999949336051941,0.9999898076057434,,0.9999982714653015
lug,0.9999891519546509,,,0.9999990463256836
luo,0.9999932646751404,,,0.9999982118606567
mos,0.999995768070221,0.9999954104423523,,0.9999908804893494
nya,0.9999960064888,0.9999932050704956,,0.9999988079071045
pcm,0.9999949932098389,0.9999905824661255,,0.9999986886978149
sna,0.9999974370002747,0.9999960064888,,0.9999975562095642
swa,0.999996542930603,0.9999874234199524,,0.9999966025352478
tsn,0.999991774559021,0.999979555606842,,
twi,0.9999967217445374,0.9999939799308777,,0.9999931454658508
wol,0.9999973773956299,0.9999912977218628,,0.9999985098838806
xho,0.9999950528144836,0.9999923706054688,,0.9999976754188538
yor,0.999995768070221,0.9999954104423523,,
zul,0.999995768070221,0.9999920725822449,,0.999994695186615
