,ORG,PER,LOC,DATE,Mean
lug,0.9999864106971846,0.9999916036693348,0.9999695560364655,0.9999772414252767,0.9999812029570654
nya,0.9999815694393381,0.9999878852512528,0.9999708204840305,0.9999735226955375,0.9999784494675397
kin,0.9999669905239289,0.9999931282907725,0.999977916477191,0.9999672303727725,0.9999763164161661
hau,0.9999784269685004,0.9999874852420891,0.999978479234805,0.999960442209981,0.9999762084138439
sna,0.9999852496797091,0.9999780497982492,0.9999791780876827,0.9999503622226557,0.9999732099470742
xho,0.9999797241200732,0.999938125894766,0.9999671823106978,0.9999801764729813,0.9999663021996297
twi,0.9999763224180743,0.9999681580499395,0.9999627061113956,0.9999562132308246,0.9999658499525585
mos,0.999954611560285,0.9999739520348622,0.9999770724407042,0.999955391955169,0.9999652569977552
luo,0.9999569739110009,0.9999681918707078,0.9999630512490865,0.9999700042818999,0.9999645553281739
ibo,0.9999424545316133,0.999983450336172,0.999968959838276,0.9999631890702786,0.999964513444085
zul,0.9999742436069041,0.9999686713878956,0.9999406743631107,0.999972987612723,0.9999641442426583
bam,0.9999645263669019,0.9999796935695768,0.9999581446999117,0.9999527821086579,0.9999637866862621
tsn,0.9999670299804538,0.9999733063876365,0.9999371594711778,0.9999567135018697,0.9999585523352844
wol,0.99998058162286,0.9999586771841952,0.9999488859443489,0.9999355525708276,0.9999559243305579
swa,0.999948249950773,0.9999576270333779,0.9999246514307351,0.9999503695384994,0.9999452244883463
ewe,0.9999425290686289,0.9999634628344158,0.9999244434268468,0.9999407072055378,0.9999427856338573
fon,0.9999572020163848,0.9999270434567288,0.9999370015591925,0.9998913787670383,0.9999281564498361
bbj,0.9999385977554441,0.9999545523785135,0.9999078994852395,0.9999036496927354,0.9999261748279832
yor,0.9999402812575692,0.9999381044894359,0.9999057579555368,0.9999026259065058,0.9999216924022619
pcm,0.999916024981115,0.999941372369572,0.9999042132425691,0.9998981144402143,0.9999149312583676
