,DATE,PER,ORG,LOC,Mean
lug,0.9602529700311158,0.9969723767537272,0.9562660086124282,0.9808986823929723,0.9735975094475608
twi,0.9676803310627918,0.9919924605757762,0.9867410994041623,0.9397983832721591,0.9715530685787223
kin,0.9709489565192745,0.9866117147521701,0.9844270518370003,0.9358361820006998,0.9694559762772862
swa,0.9619843178850621,0.9825711900611159,0.9847260697351297,0.935359518999407,0.9661602741701787
luo,0.9789794151970094,0.9881185029485263,0.9882312302585942,0.9065805295060945,0.965477419477556
ibo,0.9838031032416614,0.9870353460081374,0.9759215077498488,0.8933018472400688,0.9600154510599291
ewe,0.9312856005409267,0.9896274015877796,0.9803742915481505,0.9028893800046418,0.9510441684203745
sna,0.9902576116758953,0.9882832459289622,0.9826802941511732,0.8359826989026957,0.9493009626646817
nya,0.9538947675431831,0.9640308216791038,0.9833917946545435,0.8840133127225217,0.946332674149838
tsn,0.9700800888802467,0.9844873015626842,0.9835810932300012,0.8407130755938157,0.9447153898166869
zul,0.9783295914363216,0.9778570100408885,0.9712551680099432,0.8271277399936842,0.9386423773702093
hau,0.9801529942693007,0.9910290882682912,0.9692893149545011,0.8014185967161096,0.9354724985520506
bam,0.9647965165356891,0.9874656678421291,0.9573137859804117,0.8320427184470652,0.9354046722013237
pcm,0.8187920703350463,0.9948160680949606,0.9732943091963895,0.9496556065109077,0.934139513534326
fon,0.9506399861915343,0.9898724910478077,0.9796352165599012,0.81309852210932,0.9333115539771407
wol,0.9740444503936908,0.9890479234197047,0.9657414753058482,0.7740081709399963,0.9257105050148099
mos,0.9368048651052384,0.9868674212908808,0.9657112312443473,0.8116128501126241,0.9252490919382726
xho,0.9907208431806123,0.9812973976309678,0.9488045097500329,0.7521222713315384,0.9182362554732879
bbj,0.9131436002560579,0.9890208300795199,0.9480901737746826,0.7493540093582529,0.8999021533671283
yor,0.9489768264960378,0.9382549778530384,0.9645045019475437,0.7458669508368362,0.899400814283364
