,ORG,LOC,PER,DATE,Mean
ewe,0.9982008341404368,0.9988395179343081,0.9966270044046058,0.99771682671963,0.9978460457997452
swa,0.9983091366928591,0.999142140900396,0.9971846222260058,0.9965304001632593,0.9977915749956301
nya,0.9995621304015907,0.9995935947235647,0.9979788432588571,0.993875097981813,0.9977524165914564
luo,0.9994165826298175,0.9996083213729264,0.996093668742236,0.9944666291677217,0.9973963004781754
bam,0.9972411395942037,0.9985440921795755,0.9946486340076239,0.9978999265111195,0.9970834480731308
yor,0.9989630839300834,0.9984647753425183,0.9971139822602554,0.9935240160439258,0.9970164643941957
twi,0.999413119421396,0.9989307513868366,0.9957353988329484,0.9934605203484296,0.9968849474974026
tsn,0.9976859293678388,0.998754582316589,0.9965169190720515,0.9926874364026158,0.9964112167897738
pcm,0.9995227435978541,0.9977604746448883,0.9966573669150969,0.9916577286092445,0.996399578441771
hau,0.9992501863320443,0.9992320329978658,0.9907806273201443,0.9953001592786836,0.9961407514821845
sna,0.9997475022060741,0.9987782989893896,0.9969382446454943,0.9880695306376559,0.9958833941196534
mos,0.9989011823367797,0.9984772564566561,0.994211244833519,0.9910434006727171,0.9956582710749179
kin,0.9968722841153227,0.9993030992959138,0.9921561573567104,0.9938520220569026,0.9955458907062124
bbj,0.9987611030012095,0.9978804308723853,0.9922997706512489,0.9931453020229782,0.9955216516369555
lug,0.9992686190991787,0.9981120261404025,0.9953208196893485,0.9891563730292328,0.9954644594895407
wol,0.995938261705068,0.9994837493684834,0.9967609337082187,0.989560153296336,0.9954357745195266
ibo,0.995031815674349,0.9987330873536159,0.9944092780299087,0.9935116325917697,0.9954214534124108
fon,0.9966610799427139,0.9968060598850395,0.9961514801784372,0.9894303457209627,0.9947622414317883
xho,0.9827371673191355,0.9972317102483719,0.996886470063368,0.9975991086012633,0.9936136140580347
zul,0.9862707951534261,0.9888933875459317,0.9969877842275956,0.9979874124091253,0.9925348448340197
