,ORG,PER,DATE,LOC
bam,0.9802694916725159,0.9725558161735535,0.983148992061615,0.9807473421096802
bbj,0.9701994061470032,0.9652779698371887,0.9682949781417847,0.9608352780342102
ewe,0.9880398511886597,0.974166214466095,0.9799121618270874,0.9896295070648193
fon,0.9754234552383423,0.9687107801437378,0.9554017782211304,0.9766716957092285
hau,0.9886085987091064,0.9795033931732178,0.988114595413208,0.9879949688911438
ibo,0.9862035512924194,0.9802874326705933,0.9901121854782104,0.9887802004814148
kin,0.9931886196136475,0.9779934287071228,0.9875928163528442,0.9912890791893005
lug,0.9943400621414185,0.9846735000610352,0.9855432510375977,0.9936535954475403
luo,0.9914577007293701,0.9786730408668518,0.9915264844894409,0.9922932982444763
mos,0.987706184387207,0.9750358462333679,0.9675423502922058,0.9858204126358032
nya,0.9945390820503235,0.9839496612548828,0.9871609210968018,0.9917095303535461
pcm,0.984330415725708,0.9732319712638855,0.9688291549682617,0.9825037717819214
sna,0.9935451745986938,0.9793235063552856,0.9766325950622559,0.988775372505188
swa,0.982959508895874,0.9791426062583923,0.9841278791427612,0.9844576716423035
tsn,0.9876974821090698,0.9812146425247192,0.9906257390975952,0.9860579967498779
twi,0.9892001152038574,0.9739704132080078,0.9798940420150757,0.984168529510498
wol,0.9879622459411621,0.9814570546150208,0.9810513854026794,0.9907515048980713
xho,0.9912195205688477,0.9743705987930298,0.9928422570228577,0.9904001951217651
yor,0.9793745875358582,0.9689928293228149,0.9719621539115906,0.9688479900360107
zul,0.9923328757286072,0.9802846312522888,0.9884650111198425,0.9914553165435791
