,DATE,PER,ORG,LOC,Mean
kin,,0.9999469518661499,0.9998604655265808,0.9999364018440247,0.9999146064122518
nya,,0.999951183795929,0.9998819828033447,0.9998747110366821,0.999902625878652
wol,,0.9999462962150574,0.9998658895492554,0.9998292326927185,0.9998804728190104
ewe,,0.9999238848686218,0.9998222589492798,,0.9998730719089508
tsn,,,0.9998797178268433,0.9998438358306885,0.9998617768287659
zul,,0.9999083876609802,,0.9998111128807068,0.9998597502708435
xho,,0.999783992767334,,0.9998714923858643,0.9998277425765991
mos,,0.9998816251754761,0.9997509717941284,,0.9998162984848022
lug,,0.9998606443405151,0.9997363686561584,,0.9997985064983368
luo,,0.9998331665992737,0.9997472167015076,,0.9997901916503906
bbj,,,0.9998155236244202,0.9997465014457703,0.9997810125350952
bam,,,0.999584972858429,0.9999227523803711,0.9997538626194
sna,,0.9994556903839111,0.9998358488082886,0.9999261498451233,0.9997392296791077
yor,,,0.9998220205307007,0.9996491074562073,0.999735563993454
swa,,0.9999464750289917,0.9993430972099304,0.9998916983604431,0.9997270901997884
ibo,,,0.9996111392974854,0.9996800422668457,0.9996455907821655
twi,,0.9989746809005737,0.9999057650566101,0.9996421337127686,0.9995075265566508
pcm,,0.9985009431838989,,0.9993876814842224,0.9989443123340607
hau,,0.9969402551651001,0.9991180896759033,0.9999186396598816,0.9986589948336283
fon,,0.9998957514762878,0.9998170733451843,0.9949332475662231,0.9982153574625651
