,PER,DATE,ORG,LOC,Mean
lug,0.9999898076057434,0.9999604821205139,0.9999858140945435,0.9999825358390808,0.9999796599149704
kin,0.999985933303833,0.9999719262123108,0.9999846816062927,0.9999666213989258,0.9999772906303406
nya,0.999955415725708,0.9999778866767883,0.999984860420227,0.9999811053276062,0.9999748170375824
sna,0.9999489188194275,0.9999816417694092,0.9999841451644897,0.9999822378158569,0.9999742358922958
tsn,0.9999733567237854,0.9999606609344482,0.99995356798172,0.9999644756317139,0.9999630153179169
xho,0.9999154210090637,0.9999834895133972,0.9999651312828064,0.9999827742576599,0.9999617040157318
bbj,0.9999693632125854,0.9999359250068665,0.9999455213546753,0.9999266862869263,0.9999443739652634
pcm,0.99997478723526,0.9999092221260071,0.9999223947525024,0.9999620318412781,0.9999421089887619
zul,0.9999666213989258,0.9998829364776611,0.9999728202819824,0.9999412894248962,0.9999409168958664
luo,0.9999486804008484,0.999910295009613,0.9999481439590454,0.9999460577964783,0.9999382942914963
twi,0.9999650716781616,0.9998726844787598,0.999934732913971,0.999940037727356,0.9999281316995621
mos,0.9999504089355469,0.9998195767402649,0.9999388456344604,0.9999632835388184,0.9999180287122726
swa,0.9999327659606934,0.9998728036880493,0.9999224543571472,0.9999111890792847,0.9999098032712936
yor,0.9999337792396545,0.9997606873512268,0.9999198317527771,0.999912440776825,0.9998816847801208
wol,0.9999085664749146,0.9998795390129089,0.9999085068702698,0.9998271465301514,0.9998809397220612
ibo,0.9999690055847168,0.9998629689216614,0.9998108148574829,0.999866247177124,0.9998772591352463
hau,0.9998890161514282,0.9997177124023438,0.9998973608016968,0.9999178051948547,0.9998554736375809
ewe,0.9998210072517395,0.9998263120651245,0.9998297691345215,0.999936580657959,0.9998534172773361
bam,0.9999048113822937,0.9996197819709778,0.9997450709342957,0.9997458457946777,0.9997538775205612
fon,0.9997305870056152,0.9996699094772339,0.9998531937599182,0.9997345209121704,0.9997470527887344
