,DATE,PER,LOC,ORG,Mean
kin,0.9993482226873558,0.999428252905845,0.9992693684904772,0.9996548754537534,0.9994251798843579
luo,0.9988193649441598,0.9996411432725133,0.9990627433075064,0.9996485933512055,0.9992929612188463
twi,0.9991406416389498,0.9993996853896594,0.9988755761088791,0.9996486021321129,0.9992661263174003
lug,0.9990279202707092,0.9997680615531482,0.9992147233836783,0.998926887893494,0.9992343982752574
ibo,0.9995124451606425,0.9995090314261559,0.998256291262141,0.9995318406210522,0.9992024021174979
sna,0.9992427684610312,0.9991868553393534,0.9986473595112366,0.9995209374155711,0.9991494801817982
xho,0.999490078167748,0.999183276370008,0.9981133698843859,0.9994696038662796,0.9990640820721054
swa,0.9980450839565916,0.9996450084012928,0.999220755445656,0.9992732914619574,0.9990460348163744
zul,0.9989684628586007,0.999209338345894,0.9983488840747009,0.9995516398123863,0.9990195812728955
tsn,0.9988744566978811,0.9993544099846922,0.9984997907962138,0.9991463868138487,0.9989687610731589
ewe,0.9978681341025226,0.9996174815115094,0.9986185620095958,0.9997047636704965,0.9989522353235311
wol,0.9988652930566416,0.9994750034715127,0.9978275252355855,0.999622908043056,0.9989476824516988
mos,0.999022543633018,0.9994936713858423,0.9974751342989456,0.9995852398072451,0.9988941472812627
hau,0.9988923214967563,0.9996160607851394,0.9975078445142256,0.999444256488104,0.9988651208210564
pcm,0.9975341752762239,0.9996255617016176,0.9985875035376218,0.999232097952636,0.9987448346170248
bam,0.9984073614846759,0.9992779818988309,0.9980688278073836,0.9990255503320603,0.9986949303807376
yor,0.9990155503706684,0.998745508143059,0.9973614047087623,0.999604416275864,0.9986817198745884
bbj,0.9985900432957435,0.9994804165957362,0.9969126187385514,0.9993977471562158,0.9985952064465617
fon,0.9981920077030759,0.9993822441891355,0.9974859530721715,0.9992063149983933,0.998566629990694
nya,0.9988739520155228,0.9967544620206019,0.9986256713218552,0.9997534010806481,0.998501871609657
