,LOC,ORG,PER,DATE
bam,0.8266724348068237,0.8110480904579163,0.7259544134140015,0.8725653886795044
bbj,0.6662823557853699,0.8425115942955017,0.7477361559867859,0.8061639666557312
ewe,0.8336753249168396,0.8908132314682007,0.7539499402046204,0.7043022513389587
fon,0.7771068215370178,0.8951743841171265,0.7380771636962891,0.8359050750732422
hau,0.7703275084495544,0.9239020943641663,0.7531849145889282,0.9247198104858398
ibo,0.8298672437667847,0.926061749458313,0.7509886622428894,0.9446972608566284
kin,0.8921965956687927,0.9316650032997131,0.7384588718414307,0.934664249420166
lug,0.9089287519454956,0.9009732604026794,0.745083212852478,0.9027681350708008
luo,0.8925979733467102,0.9066858887672424,0.73149573802948,0.9182754755020142
mos,0.8139354586601257,0.8938004970550537,0.7516434788703918,0.7927847504615784
nya,0.8739787936210632,0.9285227656364441,0.759266197681427,0.923595130443573
pcm,0.846725344657898,0.8698710203170776,0.715309739112854,0.7220520973205566
sna,0.7796198725700378,0.9321855306625366,0.7533674240112305,0.9546035528182983
swa,0.9010742902755737,0.8863983750343323,0.7017830610275269,0.8669846057891846
tsn,0.8362135291099548,0.8840655088424683,0.7385253310203552,0.930219292640686
twi,0.8763725161552429,0.9433201551437378,0.7416840195655823,0.8824013471603394
wol,0.7927724123001099,0.904903769493103,0.7465240955352783,0.9129276871681213
xho,0.7553895711898804,0.8963671326637268,0.7594711184501648,0.9558525085449219
yor,0.6842557787895203,0.8796816468238831,0.6758267283439636,0.8309006690979004
zul,0.8290339708328247,0.912140429019928,0.7507190704345703,0.9271644353866577
