,LOC,ORG,PER,DATE
bam,0.9191249012947083,0.9143101572990417,0.8510577082633972,0.9555689692497253
bbj,0.8361530303955078,0.9385308623313904,0.8573246598243713,0.917319118976593
ewe,0.9266319870948792,0.9589757323265076,0.8619254231452942,0.877659797668457
fon,0.8885021805763245,0.9475946426391602,0.8484352827072144,0.9195244908332825
hau,0.9029515981674194,0.967941164970398,0.8719543218612671,0.966015100479126
ibo,0.9218555092811584,0.9640184640884399,0.8577161431312561,0.9805809855461121
kin,0.9556907415390015,0.9741380214691162,0.8523737788200378,0.9680640697479248
lug,0.9552401304244995,0.9700390696525574,0.8335415720939636,0.9537976980209351
luo,0.9498607516288757,0.9626109004020691,0.8550370335578918,0.9724628329277039
mos,0.9045891761779785,0.9580816626548767,0.8602465987205505,0.9162124395370483
nya,0.9113112688064575,0.972375750541687,0.8671067953109741,0.9612336158752441
pcm,0.9350184798240662,0.930882453918457,0.8462768793106079,0.8717119097709656
sna,0.8950579166412354,0.9619017243385315,0.8636479377746582,0.9747475385665894
swa,0.952841579914093,0.940937340259552,0.8349167108535767,0.937673807144165
tsn,0.9256870746612549,0.9511765241622925,0.862250030040741,0.971808671951294
twi,0.9404996037483215,0.9746273159980774,0.8552768230438232,0.9522581100463867
wol,0.9041271805763245,0.9537940621376038,0.8654070496559143,0.9631475806236267
xho,0.8900928497314453,0.9579205513000488,0.8623983263969421,0.9833630323410034
yor,0.8489154577255249,0.9498661160469055,0.8223108053207397,0.9288155436515808
zul,0.9220380187034607,0.9667969346046448,0.8517197370529175,0.9710988402366638
