,LOC,PER,ORG,DATE
bam,0.9987837076187134,0.9987415671348572,0.9995283484458923,0.9991236925125122
bbj,0.9947748780250549,0.9987605214118958,0.9960815906524658,0.9972949028015137
ewe,0.9989801049232483,0.9986218214035034,0.9990010261535645,0.9764791131019592
fon,0.9980236291885376,0.9984186887741089,0.9996500611305237,0.998851478099823
hau,0.99610835313797,0.9983794093132019,0.9995899200439453,0.9996541738510132
ibo,0.9981818795204163,0.999045193195343,0.9996563792228699,0.9997481107711792
kin,0.9993346333503723,0.9984068274497986,0.9998241662979126,0.9993680715560913
lug,0.9976604580879211,0.9979310631752014,0.9993127584457397,0.9987982511520386
luo,0.9992791414260864,0.9970231652259827,0.9992679953575134,0.9996656775474548
mos,0.9984345436096191,0.9967799782752991,0.9995054602622986,0.9962451457977295
nya,0.998714804649353,0.9984122514724731,0.9995737671852112,0.9991728663444519
pcm,0.9983232021331787,0.9988670349121094,0.9991642236709595,0.9952170252799988
sna,0.9966875910758972,0.9984444379806519,0.9994827508926392,0.9993854761123657
swa,0.9997273683547974,0.997939944267273,0.9993354678153992,0.9986100196838379
tsn,0.9994632005691528,0.9985718727111816,0.9983593821525574,0.9993708729743958
twi,0.9979332089424133,0.99862140417099,0.9996963143348694,0.9978376030921936
wol,0.9981212615966797,0.9990768432617188,0.9992195963859558,0.9994218349456787
xho,0.9935246706008911,0.9991602301597595,0.9995666742324829,0.9995943903923035
yor,0.9966655373573303,0.9976025223731995,0.9994540810585022,0.9988792538642883
zul,0.9974645972251892,0.9992392063140869,0.9997593760490417,0.9995867609977722
