,ORG,LOC,DATE,PER,Mean
nya,0.9999976569705423,0.9999981611975087,0.9999967580284811,0.9999968067157063,0.9999973457280595
kin,0.9999976551056386,0.9999988499502692,0.9999950956263312,0.9999975109662615,0.9999972779121251
lug,0.9999918973604789,0.9999984245011357,0.999996259876889,0.9999974489846137,0.9999960076807792
sna,0.9999973744630986,0.9999963023663213,0.9999943333128333,0.9999950712564896,0.9999957703496858
luo,0.999994988827364,0.9999966250668548,0.9999947005104665,0.99999492373206,0.9999953095341862
tsn,0.9999947651069633,0.9999946788537953,0.9999955047615442,0.9999957155370932,0.9999951660648491
wol,0.9999968976521739,0.9999944916719692,0.9999948143188991,0.9999930524181982,0.9999948140153101
zul,0.9999965530821388,0.9999959402805223,0.9999898815958411,0.9999932526903785,0.9999939069122201
xho,0.9999944909747756,0.9999965343650477,0.9999938750267326,0.999989840571846,0.9999936852346005
mos,0.9999947295471157,0.9999896989092688,0.9999870424485406,0.999994382224841,0.9999914632824416
pcm,0.999988211350834,0.99999167749032,0.9999854914315511,0.9999945761080733,0.9999899890951947
ewe,0.9999941579014882,0.9999926629242276,0.999986672290703,0.9999844212553008,0.9999894785929299
swa,0.9999878348665036,0.9999901007886681,0.9999881229345783,0.9999902960589966,0.9999890886621867
ibo,0.9999902190248496,0.9999913708768247,0.9999816287466949,0.9999902676098371,0.9999883715645514
bbj,0.9999889396951953,0.9999875350228559,0.999985303675627,0.9999903403548586,0.9999880296871342
twi,0.9999940869078152,0.9999882614720672,0.9999759279756275,0.9999910641396851,0.9999873351237988
hau,0.9999880045456537,0.999990192827204,0.9999786306887278,0.9999916406652932,0.9999871171817197
yor,0.9999916955856006,0.9999882805363114,0.999979115397955,0.99998828533294,0.9999868442132017
fon,0.9999852146732299,0.999985470743319,0.9999666024282228,0.9999836830197761,0.999980242716137
bam,0.999978401773211,0.9999706552654785,0.9999847028737889,0.9999863388834583,0.9999800246989842
