,PER,LOC,ORG,DATE,Mean
lug,0.68259513,0.63383675,0.64699686,0.569127,0.63313895
kin,0.625424,0.59847945,0.60348415,0.5676329,0.5987551
nya,0.6193898,0.55511194,0.58184505,0.5545187,0.57771635
xho,0.5447917,0.56428003,0.5904921,0.58315283,0.5706792
sna,0.5634026,0.5597333,0.580133,0.5683209,0.56789744
zul,0.58273065,0.5713813,0.5693873,0.5271266,0.56265646
luo,0.60309285,0.55274886,0.5610901,0.5304766,0.5618521
tsn,0.5857888,0.51459366,0.55580926,0.52433443,0.54513156
wol,0.5631772,0.5203146,0.552741,0.51375544,0.53749704
hau,0.5361651,0.51475316,0.52586025,0.5417525,0.5296328
ibo,0.53990483,0.53342533,0.5217421,0.5123794,0.5268629
twi,0.565063,0.5000653,0.51725066,0.4743548,0.51418346
bam,0.53902745,0.50012416,0.49373388,0.52119416,0.51351994
mos,0.5286418,0.4760579,0.504941,0.47761503,0.49681392
swa,0.5393766,0.45949426,0.48016715,0.4737522,0.48819757
ewe,0.515095,0.47101563,0.49316084,0.46417117,0.48586065
pcm,0.52641565,0.45988804,0.46560824,0.42718557,0.46977437
fon,0.48536795,0.45098197,0.45930684,0.40850848,0.45104134
yor,0.43918088,0.42020077,0.42377207,0.42374164,0.42672384
bbj,0.46238646,0.40068144,0.40278736,0.40456614,0.41760534
