,ORG,DATE,PER,LOC
bam,0.9997653961181641,0.9997624754905701,0.9998199343681335,0.999802827835083
bbj,0.9995623826980591,0.9996440410614014,0.999750018119812,0.9996470808982849
ewe,0.9996842741966248,0.9995865821838379,0.9997766613960266,0.999788224697113
fon,0.9996819496154785,0.9996312260627747,0.9996913075447083,0.9997611045837402
hau,0.9998757839202881,0.9998170137405396,0.9999173283576965,0.9999048709869385
ibo,0.9997921586036682,0.9998854994773865,0.9998990297317505,0.9999057650566101
kin,0.9998815655708313,0.9999001026153564,0.9999527335166931,0.9999416470527649
lug,0.9999284744262695,0.9999083280563354,0.9999514222145081,0.9998618364334106
luo,0.9996785521507263,0.9998343586921692,0.9998638033866882,0.999866247177124
mos,0.9997692108154297,0.9997625946998596,0.999855637550354,0.9998738169670105
nya,0.9998772144317627,0.9998243451118469,0.9999342560768127,0.9999021887779236
pcm,0.9994179010391235,0.9992944002151489,0.9997458457946777,0.9996023774147034
sna,0.9999067187309265,0.9998633861541748,0.999918520450592,0.9999193549156189
swa,0.9995837211608887,0.9997316002845764,0.9998955130577087,0.9997319579124451
tsn,0.9997320771217346,0.999872088432312,0.9998984336853027,0.9998242855072021
twi,0.9998034834861755,0.9997355341911316,0.9998160600662231,0.9997848272323608
wol,0.9996640086174011,0.9998323321342468,0.9998559355735779,0.9998793005943298
xho,0.9999040365219116,0.9998856782913208,0.9998425245285034,0.9999041557312012
yor,0.999678373336792,0.9995524883270264,0.9997034072875977,0.9996007084846497
zul,0.9999275207519531,0.9998701214790344,0.999880313873291,0.9998924732208252
