,PER,LOC,ORG,DATE,SWD_mean
bam,,0.00922450210646275,0.011678008348098956,,0.010451255227280853
bbj,,0.009872272915345093,0.006633116280681861,,0.008252694598013477
ewe,0.006233744672499597,,0.0077806877279726905,,0.007007216200236144
fon,0.007193506594376231,0.010069243529414962,0.007378645807875728,,0.008213798643888973
hau,0.006659795659288648,0.013185602734665736,0.007545379973635136,,0.009130259455863174
ibo,,0.012007367392016022,0.007649582677913713,,0.009828475034964868
kin,0.008133281292430183,0.007939922982131975,0.008665314324389328,,0.008246172866317162
lug,0.0068323621098898,,0.009602001891835243,,0.008217182000862522
luo,0.008384873513932689,,0.008935866244428325,,0.008660369879180507
mos,0.00808176452119369,,0.007163190811297682,,0.007622477666245686
nya,,0.01010933716497675,0.00773291919449548,,0.008921128179736115
pcm,0.008820057585580798,0.009587670337168674,,,0.009203863961374736
sna,0.007105691827746341,0.008765214484810713,,,0.007935453156278527
swa,0.006266076809879451,0.008972919893949438,0.013261902286103577,,0.009500299663310821
tsn,,0.008958430741586199,0.007506158158321341,,0.00823229444995377
twi,0.005872901550901588,0.009730141211548471,0.00712015557792256,,0.007574399446790873
wol,0.00582734980071109,0.008888647457752086,0.007834851876395987,,0.007516949711619721
xho,0.008365321561086603,0.00912652007809811,,,0.008745920819592357
yor,,0.011935602599805861,0.007179205668762734,,0.009557404134284297
zul,,0.008807552332655177,,,0.008807552332655177
