,PER,ORG,DATE,LOC,Mean
lug,0.6886895,0.6242087,0.5568001,0.57180876,0.6103768
kin,0.6221385,0.61907506,0.56409746,0.5692088,0.59362996
luo,0.64874566,0.5846771,0.51397175,0.5411498,0.5721361
nya,0.63308,0.6123656,0.5241587,0.5015508,0.5677888
sna,0.539685,0.5885819,0.5667485,0.54266393,0.5594199
xho,0.54519546,0.5820652,0.5781416,0.5276521,0.5582636
twi,0.62201905,0.58176315,0.4894485,0.51452124,0.55193794
ibo,0.59766173,0.53912747,0.5220675,0.5296448,0.54712534
wol,0.5921654,0.56721133,0.5055677,0.51001316,0.5437394
zul,0.55811137,0.5711245,0.51168007,0.52563894,0.54163873
tsn,0.60323626,0.55863094,0.5152046,0.48099083,0.5395157
swa,0.630454,0.5352235,0.49648643,0.4925577,0.53868043
hau,0.5750194,0.538038,0.5238962,0.48766458,0.5311545
bam,0.57093656,0.5017968,0.49070653,0.51454663,0.5194967
ewe,0.5786251,0.523853,0.44619182,0.47817475,0.5067111
mos,0.5672813,0.5446207,0.4373583,0.47367603,0.5057341
pcm,0.6189152,0.5316995,0.38865522,0.48314494,0.50560373
fon,0.5453363,0.51704353,0.4105161,0.46041578,0.48332793
bbj,0.54583794,0.43143976,0.40757763,0.41143087,0.44907153
yor,0.46791548,0.4493345,0.4341279,0.41684327,0.44205528
