,PER,LOC,ORG,DATE
bam,0.9870432615280151,0.9712207913398743,0.9630613923072815,
bbj,0.9755406975746155,0.9444823265075684,0.9685866236686707,
ewe,0.9805573225021362,0.9664174318313599,0.9818060398101807,
fon,0.9725534319877625,0.9673680663108826,0.9711382985115051,
hau,0.9916697144508362,0.9762442708015442,0.986121416091919,
ibo,0.9908660650253296,0.9785832166671753,0.9795327186584473,
kin,0.9924473166465759,0.9799303412437439,0.9915337562561035,
lug,0.9917755722999573,0.97378009557724,0.9927810430526733,
luo,0.9863200187683105,0.977404773235321,0.9796528220176697,
mos,0.9865669012069702,0.9707235097885132,0.9816548824310303,
nya,0.9904061555862427,0.9793910384178162,0.9890923500061035,
pcm,0.9770722389221191,0.9396640062332153,0.9629032611846924,
sna,0.9885334968566895,0.9820830225944519,0.9902303814888,
swa,0.9776827692985535,0.9615594744682312,0.9650440216064453,
tsn,0.9885050058364868,0.9733076691627502,0.9868215322494507,
twi,0.9883332848548889,0.9725542068481445,0.9872866272926331,
wol,0.9845525622367859,0.9685059785842896,0.9814548492431641,
xho,0.9796685576438904,0.9748983383178711,0.9890677332878113,
yor,0.9588103890419006,0.9483839869499207,0.9587422609329224,
zul,0.9882000684738159,0.9692906737327576,0.992411732673645,
