,PER,LOC,ORG,DATE
bam,0.9797757863998413,0.9614042639732361,0.9417998194694519,
bbj,0.9635924696922302,0.9268603324890137,0.9587742686271667,
ewe,0.9689905643463135,0.966131329536438,0.9749388694763184,
fon,0.9452374577522278,0.9630137085914612,0.963180422782898,
hau,0.9847296476364136,0.9763243794441223,0.9834776520729065,
ibo,0.9831468462944031,0.9721185564994812,0.9746936559677124,
kin,0.9900293350219727,0.9833546876907349,0.9852020740509033,
lug,0.9838857650756836,0.9774584770202637,0.9888176918029785,
luo,0.9676949381828308,0.9824848175048828,0.9806379079818726,
mos,0.9769425392150879,0.9761712551116943,0.9806876182556152,
nya,0.975096583366394,0.9769509434700012,0.9904903769493103,
pcm,0.960016131401062,0.9526232481002808,0.9522709846496582,
sna,0.9761841297149658,0.9872648119926453,0.9871799349784851,
swa,0.9396357536315918,0.9616909623146057,0.9482587575912476,
tsn,0.9749882221221924,0.9723307490348816,0.9785934686660767,
twi,0.9770476818084717,0.9784126877784729,0.9823423027992249,
wol,0.9730880260467529,0.9737880825996399,0.9772613048553467,
xho,0.9487318396568298,0.977273166179657,0.9853231906890869,
yor,0.9452100396156311,0.9443206787109375,0.9607294201850891,
zul,0.9747750759124756,0.9659238457679749,0.9886483550071716,
