,ORG,LOC,DATE,PER,Mean
lug,0.9999960989137422,0.999997807813154,0.9999969166317637,0.9999995479131573,0.9999975928179543
sna,0.9999969562489263,0.9999978825072766,0.99999693244581,0.9999984768082668,0.99999756200257
xho,0.9999971718924018,0.9999969453891383,0.999996844754229,0.9999977371390493,0.9999971747937046
nya,0.9999950854414558,0.9999976116061606,0.9999956471966986,0.9999985099903305,0.9999967135586614
kin,0.9999966004800087,0.9999981189138221,0.9999957987803417,0.9999962786545573,0.9999966992071825
zul,0.9999968692783107,0.999996322186813,0.9999913738583175,0.9999988621384427,0.9999958568654709
wol,0.9999957631073726,0.9999956820267712,0.9999940897949171,0.9999978044278743,0.9999958348392337
mos,0.9999960187559478,0.9999950448705351,0.9999909301456371,0.9999967687330724,0.999994690626298
twi,0.9999919538869527,0.9999935570411954,0.999990973191661,0.9999979700180401,0.9999936135344624
bam,0.999993569278735,0.9999949083384343,0.9999873094860446,0.9999965196104119,0.9999930766784064
bbj,0.9999951083682432,0.9999924003243016,0.9999878944494187,0.9999961745995413,0.9999928944353762
hau,0.9999927140404408,0.9999919391452919,0.9999893877906108,0.9999974063409633,0.9999928618293266
yor,0.9999949166982723,0.999992779866313,0.9999886434746613,0.9999948520941783,0.9999927980333563
luo,0.99998784465297,0.9999943157742767,0.9999915129151713,0.9999954954649263,0.999992292201836
ibo,0.9999835992919567,0.9999951109165148,0.9999927881506784,0.999997141335847,0.9999921599237492
ewe,0.9999916321301798,0.9999920841838796,0.9999875555965477,0.9999965192857504,0.9999919477990894
tsn,0.9999874579586197,0.9999917681231547,0.999991287221022,0.9999952554808846,0.9999914421959203
fon,0.9999922794518041,0.9999921344313406,0.9999797985536584,0.9999951558076111,0.9999898420611035
swa,0.9999884242333018,0.9999913527008834,0.9999812814368342,0.9999945921604657,0.9999889126328713
pcm,0.9999787834733427,0.9999865958639027,0.9999674374624383,0.9999921337472498,0.9999812376367334
