,ORG,PER,LOC,DATE,Mean
kin,0.9200330376625061,0.9132736921310425,0.9139792919158936,0.9070366621017456,0.9135806709527969
lug,0.8733960390090942,0.9816682934761047,0.9227293133735657,0.8613406419754028,0.9097835719585419
nya,0.9159396886825562,0.9289459586143494,0.8783349990844727,0.8766340017318726,0.8999636620283127
twi,0.9284745454788208,0.9298757314682007,0.9107179641723633,0.8305505514144897,0.8999046981334686
luo,0.8901863098144531,0.9196101427078247,0.9062201976776123,0.8795632719993591,0.8988949805498123
sna,0.9010655283927917,0.923758864402771,0.804507851600647,0.9100103974342346,0.8848356604576111
ibo,0.9096349477767944,0.9072360992431641,0.8027070164680481,0.9164607524871826,0.8840097039937973
tsn,0.8707386255264282,0.8848587870597839,0.8516215085983276,0.8965669870376587,0.8759464770555496
swa,0.8575953245162964,0.8860058784484863,0.9396405220031738,0.8182622790336609,0.8753760010004044
zul,0.894194483757019,0.8545495271682739,0.8171563744544983,0.8914958238601685,0.8643490523099899
wol,0.8948174118995667,0.8967204093933105,0.7641614079475403,0.8752082586288452,0.8577268719673157
hau,0.8879824876785278,0.9013330936431885,0.7268374562263489,0.8996009230613708,0.853938490152359
xho,0.8676736950874329,0.887789249420166,0.704303503036499,0.9140152335166931,0.8434454202651978
pcm,0.8524878025054932,0.9253612160682678,0.8972747325897217,0.651986300945282,0.8317775130271912
bam,0.755685567855835,0.8822766542434692,0.8205585479736328,0.821197509765625,0.8199295699596405
fon,0.8604481816291809,0.8994162082672119,0.7470435500144958,0.7668546438217163,0.8184406459331512
ewe,0.8719850778579712,0.9166781306266785,0.8471015691757202,0.6073806285858154,0.8107863515615463
mos,0.8588825464248657,0.8793145418167114,0.7966151833534241,0.7070446014404297,0.8104642182588577
bbj,0.8019769787788391,0.9192709922790527,0.629271924495697,0.730975329875946,0.7703738063573837
yor,0.8242244124412537,0.7689611911773682,0.6224149465560913,0.747768759727478,0.7408423274755478
