,PER,ORG,DATE,LOC
bam,0.9897279739379883,0.9509565830230713,,0.9555243849754333
bbj,0.9847199320793152,0.9698941111564636,,0.8981272578239441
ewe,0.9681010246276855,0.9788081645965576,,0.9836925268173218
fon,0.9656401872634888,0.9828858971595764,,0.9242416024208069
hau,0.9892467856407166,0.9708694219589233,,0.9201632142066956
ibo,0.9916221499443054,0.9814009070396423,,0.930321216583252
kin,0.9843936562538147,0.9819387793540955,,0.9612078666687012
lug,0.9682049751281738,0.9803982377052307,,0.9838374257087708
luo,0.9815998673439026,0.9691665172576904,,0.9796411991119385
mos,0.9827650785446167,0.9747729301452637,,0.9260743260383606
nya,0.9954617619514465,0.9822025299072266,,0.9226816892623901
pcm,0.9936279654502869,0.9533922672271729,,0.9739715456962585
sna,0.9806470274925232,0.9596449136734009,,0.9467896223068237
swa,0.9870927333831787,0.9606514573097229,,0.9822856783866882
tsn,0.9851469993591309,0.9757442474365234,,0.959932267665863
twi,0.9930247068405151,0.9874927997589111,,0.9760647416114807
wol,0.9869615435600281,0.980284571647644,,0.9344879388809204
xho,0.9380518794059753,0.972026526927948,,0.9272470474243164
yor,0.9666886329650879,0.9769058227539062,,0.8608037829399109
zul,0.9612401723861694,0.9768083691596985,,0.927409827709198
