,LOC,ORG,PER,DATE,Mean
xho,0.9999985694885254,0.9999979734420776,0.9999949932098389,0.9999980330467224,0.9999981292712143
nya,0.9999988079071045,0.9999980330467224,0.9999945759773254,0.9999963045120239,0.9999976536027746
lug,0.9999986886978149,0.9999970197677612,0.9999945759773254,0.9999973177909851,0.9999976146454904
ibo,0.9999982714653015,0.9999975562095642,0.9999918937683105,0.9999971389770508,0.9999975425745148
zul,0.9999986290931702,0.9999982118606567,0.9999955892562866,0.9999953508377075,0.9999973618127163
kin,0.9999974966049194,0.9999979138374329,0.9999909400939941,0.9999954700469971,0.9999968421225455
luo,0.9999982714653015,0.9999951124191284,0.9999927282333374,0.999996542930603,0.9999965655258278
mos,0.9999980926513672,0.9999980926513672,0.999996542930603,0.9999932646751404,0.9999964844946768
tsn,0.9999977946281433,0.9999948143959045,0.9999960064888,0.9999964833259583,0.9999963571043575
twi,0.9999932646751404,0.9999967217445374,0.9999956488609314,0.9999979138374329,0.9999959605192047
yor,0.9999958872795105,0.9999968409538269,0.9999948740005493,0.999993622303009,0.9999954388811697
hau,0.9999971389770508,0.9999942183494568,0.9999959468841553,0.9999947547912598,0.9999953820035349
sna,0.9999971985816956,0.9999962449073792,0.9999938607215881,0.9999926090240479,0.9999953216197444
ewe,0.9999966025352478,0.9999948143959045,0.9999954700469971,0.9999944567680359,0.9999952947392183
wol,0.9999966025352478,0.9999944567680359,0.9999940991401672,0.9999938607215881,0.9999949562004189
bam,0.9999961256980896,0.9999945163726807,0.9999957084655762,0.9999939203262329,0.9999948708839665
bbj,0.9999949932098389,0.9999979138374329,0.9999967217445374,0.9999902248382568,0.9999944232647715
fon,0.9999978542327881,0.9999961256980896,0.9999958276748657,0.9999883770942688,0.9999941525116466
swa,0.9999971985816956,0.999991238117218,0.9999951124191284,0.9999915957450867,0.999993378819983
pcm,0.9999945759773254,0.9999905228614807,0.9999955892562866,0.9999884366989136,0.999991264997744
