layer,model,rank_type,language,cosine
1,mbert,top5,kin,0.9994093667377125
1,mbert,top5,luo,0.9992768307784935
1,mbert,top5,nya,0.9992186334226039
1,mbert,top5,tsn,0.9992017080257465
1,mbert,top5,swa,0.9991983221722888
1,mbert,worst5,ewe,0.9916754078555416
1,mbert,worst5,bbj,0.9970765206720922
1,mbert,worst5,xho,0.9975801961762565
1,mbert,worst5,pcm,0.9976007845494654
1,mbert,worst5,sna,0.9977677061960295
2,mbert,top5,kin,0.999902702771224
2,mbert,top5,luo,0.9998885888557929
2,mbert,top5,nya,0.9998861032646972
2,mbert,top5,bam,0.9998730165617806
2,mbert,top5,ibo,0.9998710225154828
2,mbert,worst5,ewe,0.9986249541307425
2,mbert,worst5,bbj,0.9995344745648371
2,mbert,worst5,pcm,0.9996054265406225
2,mbert,worst5,xho,0.9996106616862408
2,mbert,worst5,sna,0.9996240146748432
3,mbert,top5,kin,0.9999736833882023
3,mbert,top5,luo,0.999971693986422
3,mbert,top5,ibo,0.9999692138139303
3,mbert,top5,bam,0.9999660299969958
3,mbert,top5,zul,0.999962473844553
3,mbert,worst5,ewe,0.9997144171169826
3,mbert,worst5,bbj,0.9998800553284682
3,mbert,worst5,pcm,0.9998995506918276
3,mbert,worst5,sna,0.9999204641812808
3,mbert,worst5,xho,0.999922487642858
4,mbert,top5,kin,0.9999097485046882
4,mbert,top5,hau,0.9998722300901042
4,mbert,top5,zul,0.9998567932611936
4,mbert,top5,twi,0.9998441934585571
4,mbert,top5,luo,0.9998367691968942
4,mbert,worst5,pcm,0.9995465448924473
4,mbert,worst5,ewe,0.9995935419937233
4,mbert,worst5,swa,0.9996581472359695
4,mbert,worst5,xho,0.9996750393471161
4,mbert,worst5,bbj,0.9997139371834792
5,mbert,top5,ibo,0.9939999750682286
5,mbert,top5,hau,0.9931931054437315
5,mbert,top5,luo,0.9931087788049276
5,mbert,top5,tsn,0.9928948577348288
5,mbert,top5,sna,0.9927085847049565
5,mbert,worst5,bbj,0.9779817423263153
5,mbert,worst5,pcm,0.9797284425079048
5,mbert,worst5,mos,0.9822667194651319
5,mbert,worst5,yor,0.9827359132952505
5,mbert,worst5,wol,0.9829607660120184
6,mbert,top5,ibo,0.9869461152460668
6,mbert,top5,tsn,0.9866302857151279
6,mbert,top5,sna,0.985200994974607
6,mbert,top5,hau,0.9847673742802112
6,mbert,top5,zul,0.9844710973950176
6,mbert,worst5,yor,0.9563322059519879
6,mbert,worst5,bbj,0.9596675115746337
6,mbert,worst5,pcm,0.9598735230309623
6,mbert,worst5,mos,0.9686010665707774
6,mbert,worst5,ewe,0.9687136837414333
7,mbert,top5,zul,0.9812927269018613
7,mbert,top5,kin,0.9802396412079151
7,mbert,top5,tsn,0.9798013877410156
7,mbert,top5,twi,0.979356166261893
7,mbert,top5,ewe,0.9778686979642282
7,mbert,worst5,yor,0.9483570399192663
7,mbert,worst5,bbj,0.9591949937435297
7,mbert,worst5,nya,0.9682080642535136
7,mbert,worst5,swa,0.9700852632522583
7,mbert,worst5,bam,0.9708822335188205
8,mbert,top5,kin,0.9694492587676415
8,mbert,top5,twi,0.9692876167022265
8,mbert,top5,ibo,0.9666533561853262
8,mbert,top5,tsn,0.9660539031028748
8,mbert,top5,ewe,0.9656489388300822
8,mbert,worst5,yor,0.9338240233751444
8,mbert,worst5,bbj,0.9474293165482007
8,mbert,worst5,nya,0.9513288426857728
8,mbert,worst5,bam,0.9532779008150101
8,mbert,worst5,wol,0.9564327792479441
9,mbert,top5,twi,0.9738875157558001
9,mbert,top5,kin,0.9716427349127256
9,mbert,top5,ibo,0.9696936790759747
9,mbert,top5,luo,0.9683097302913666
9,mbert,top5,zul,0.9674257338047028
9,mbert,worst5,yor,0.9413859248161316
9,mbert,worst5,bbj,0.9546487617951173
9,mbert,worst5,nya,0.9564202737349731
9,mbert,worst5,bam,0.9596988684855975
9,mbert,worst5,pcm,0.9597997172520711
10,mbert,top5,lug,0.9751440507394297
10,mbert,top5,twi,0.9734498250942963
10,mbert,top5,ibo,0.9714924991130829
10,mbert,top5,kin,0.9709016589018015
10,mbert,top5,luo,0.9684475329187181
10,mbert,worst5,yor,0.9387527108192444
10,mbert,worst5,bbj,0.9558263570070267
10,mbert,worst5,wol,0.9577685835269781
10,mbert,worst5,nya,0.9589849951175543
10,mbert,worst5,xho,0.960335048345419
11,mbert,top5,ewe,0.9759740078890765
11,mbert,top5,lug,0.9747865288345902
11,mbert,top5,twi,0.974459972519141
11,mbert,top5,ibo,0.972805917263031
11,mbert,top5,fon,0.9713901659617057
11,mbert,worst5,yor,0.9444287419319153
11,mbert,worst5,pcm,0.9509209165206323
11,mbert,worst5,zul,0.9509732127189636
11,mbert,worst5,xho,0.9519958761003282
11,mbert,worst5,bbj,0.9532399888222034
12,mbert,top5,mos,0.9513615590554697
12,mbert,top5,pcm,0.9502424641891762
12,mbert,top5,ewe,0.9473958633564137
12,mbert,top5,lug,0.9409399054668568
12,mbert,top5,luo,0.9382337640832972
12,mbert,worst5,yor,0.8461804091930389
12,mbert,worst5,xho,0.8575618531968858
12,mbert,worst5,zul,0.8669214248657227
12,mbert,worst5,bbj,0.8849899172782898
12,mbert,worst5,nya,0.892739516038161
