,ORG,PER,DATE,LOC
bam,0.999971866607666,,,0.9999969601631165
bbj,0.999997079372406,,,0.9999858140945435
ewe,0.9999967813491821,0.9999649524688721,,
fon,0.9999913573265076,0.9999759793281555,,0.9999943971633911
hau,0.9999830722808838,0.9999618530273438,,
ibo,0.9999968409538269,,,0.9999909996986389
kin,0.9999971389770508,,,0.9999614953994751
lug,0.9999808669090271,0.9999833703041077,,
luo,0.9999902844429016,0.9999834895133972,,
mos,0.9999979734420776,0.9999704957008362,,
nya,0.9999973773956299,,,0.9999932050704956
pcm,,0.9999788999557495,,0.9999884963035583
sna,,0.9999764561653137,,0.9999949932098389
swa,,0.999986469745636,,0.999983549118042
tsn,0.9999856352806091,,,0.9999789595603943
twi,0.9999986290931702,0.9999696016311646,,0.9999908804893494
wol,0.999997615814209,,,0.9999904632568359
xho,,0.9999843835830688,,0.9999942779541016
yor,0.9999914765357971,,,0.9999955296516418
zul,,,,0.9999961256980896
