,ORG,PER,DATE,LOC
bam,0.9944105744361877,,,
bbj,0.9983130097389221,,,
ewe,0.9981325268745422,0.9602530598640442,,
fon,,0.984735369682312,,
hau,0.9991892576217651,0.9379714727401733,,
ibo,0.9996907114982605,,,0.9993622899055481
kin,0.9971176981925964,,,
lug,0.9989185929298401,0.9476380348205566,,
luo,0.9983096718788147,0.9421596527099609,,
mos,0.999434232711792,0.9495888352394104,,
nya,0.9979978203773499,,,
pcm,,0.9398354291915894,,0.9990622997283936
sna,,0.9388259053230286,,0.9996396899223328
swa,,0.9474400281906128,,
tsn,0.9994946122169495,,,0.9992964863777161
twi,,0.9523583054542542,,
wol,0.998481810092926,,,
xho,,0.9684927463531494,,0.9977134466171265
yor,0.9996029734611511,,,0.9988362193107605
zul,,,,0.9903020858764648
