,1,2,3,4,5,6,7,8,9,10,11,12
nya,0.9089649766683578,0.9654896259307861,0.9669182151556015,0.9575168788433075,0.9655497272809347,0.9680874149004618,0.9754958351453146,0.9739191134770712,0.9719366431236267,0.9704318046569824,0.9768728017807007,0.9698113799095154
wol,0.9066546708345413,0.963270291686058,0.9669913798570633,0.9580024778842926,0.9629394213358561,0.9664405981699625,0.9731835126876831,0.9721826513608297,0.9743130604426066,0.9701739847660065,0.9763156771659851,0.9691464304924011
tsn,0.9151143580675125,0.9679900705814362,0.9721786379814148,0.9655885994434357,0.9681444764137268,0.9693681399027506,0.9726678729057312,0.9717567563056946,0.9740397334098816,0.9706457853317261,0.9744613766670227,0.9673303365707397
ibo,0.9078737199306488,0.9620492458343506,0.9671514928340912,0.9598115980625153,0.9613605737686157,0.9657699465751648,0.9697498679161072,0.9664943516254425,0.9676328897476196,0.9645760953426361,0.9696266949176788,0.9602939784526825
bbj,0.856949657201767,0.9504153579473495,0.9584476053714752,0.9475735276937485,0.9544960856437683,0.9589038888613383,0.9661729137102762,0.9572363495826721,0.95782670378685,0.9509489238262177,0.9497634768486023,0.9594932198524475
bam,0.8723845779895782,0.9539276212453842,0.9608629941940308,0.9504088163375854,0.9553261399269104,0.9640262524286906,0.9668754935264587,0.9667792022228241,0.9701293110847473,0.9670063555240631,0.9629637598991394,0.9561697840690613
kin,0.9194749593734741,0.9694065898656845,0.9743520319461823,0.9585324227809906,0.9584640264511108,0.9643821120262146,0.9725331465403239,0.9723354578018188,0.9726599256197611,0.9393889605998993,0.9638139009475708,0.9554489850997925
zul,0.9108621925115585,0.967688262462616,0.9707153886556625,0.962035283446312,0.9667772054672241,0.9624120195706686,0.9706659515698751,0.9660158157348633,0.9566984176635742,0.945285439491272,0.961164116859436,0.9532280564308167
pcm,0.8718988746404648,0.9442786574363708,0.9523057043552399,0.9412877559661865,0.9663613239924113,0.9697060783704122,0.9766215085983276,0.9709042112032572,0.9781191647052765,0.9765189290046692,0.978934109210968,0.9498185217380524
mos,0.8769000768661499,0.9540360122919083,0.9625344723463058,0.9580877274274826,0.9649509986241659,0.9667139649391174,0.9720062613487244,0.9756354093551636,0.9773330092430115,0.9737532734870911,0.9767514169216156,0.9467815458774567
yor,0.8593993484973907,0.9483809024095535,0.9515702575445175,0.9418461471796036,0.9439840316772461,0.9479604959487915,0.9545970261096954,0.9548861682415009,0.958307147026062,0.9518588483333588,0.960976243019104,0.9443729817867279
luo,0.9146290123462677,0.9675918817520142,0.971858873963356,0.9597860872745514,0.9632128874460856,0.963070273399353,0.9712493717670441,0.9700974225997925,0.973674476146698,0.9725651741027832,0.9751728773117065,0.9440075755119324
ewe,0.8933185786008835,0.9620030969381332,0.9657541215419769,0.9541689902544022,0.970352292060852,0.9699973861376444,0.9739993413289388,0.9780553579330444,0.9796419143676758,0.977608323097229,0.9783435463905334,0.9436351656913757
twi,0.918389305472374,0.9707347601652145,0.9760993272066116,0.9709282219409943,0.9731189807256063,0.9768732190132141,0.9816588759422302,0.9810002644856771,0.9825419187545776,0.9800897041956583,0.984994113445282,0.9416970610618591
xho,0.8914806395769119,0.9581381231546402,0.9628321826457977,0.9507572054862976,0.957125743230184,0.9604154030481974,0.9673088391621908,0.9642443656921387,0.966570109128952,0.9565953016281128,0.962956964969635,0.934167742729187
lug,0.8884997069835663,0.9662352204322815,0.9684492647647858,0.9618604481220245,0.9601431488990784,0.9628711740175883,0.9740401804447174,0.9736925065517426,0.9774711728096008,0.9771822690963745,0.97408726811409,0.9334396719932556
fon,0.8680419027805328,0.9560927599668503,0.9656940698623657,0.9564038515090942,0.9629586537679037,0.9660976926485697,0.9731067021687826,0.9732566277186075,0.9747946461041769,0.9712429443995158,0.9788985252380371,0.9277554750442505
swa,0.878938838839531,0.9471194893121719,0.9530351012945175,0.9416392892599106,0.956913689772288,0.9589316646258036,0.9691543579101562,0.9683076739311218,0.9608771999677023,0.9740958511829376,0.9833173155784607,0.9238064289093018
sna,0.8914925903081894,0.9599007368087769,0.9667647927999496,0.9589869529008865,0.9633116920789083,0.9661332368850708,0.9738118052482605,0.9719781875610352,0.9721309244632721,0.9710535705089569,0.9742817580699921,0.9232392907142639
hau,0.861976370215416,0.9463674277067184,0.947947546839714,0.9398834258317947,0.9525771737098694,0.9570093750953674,0.967778225739797,0.9667866826057434,0.9668114980061849,0.9719208180904388,0.9754194617271423,0.909826934337616
