,PER,DATE,ORG,LOC,Mean
twi,0.9849217534065247,,0.9853054881095886,0.972773551940918,0.9810002644856771
ewe,0.9809142351150513,,0.9751964807510376,,0.9780553579330444
mos,0.9742254018783569,,0.9770454168319702,,0.9756354093551636
nya,0.9846572279930115,,0.9725466966629028,0.9645534157752991,0.9739191134770712
lug,0.9762003421783447,,0.9711846709251404,,0.9736925065517426
fon,0.980991542339325,,0.9779916405677795,0.9607867002487183,0.9732566277186075
kin,0.9815361499786377,,0.9632958173751831,0.9721744060516357,0.9723354578018188
wol,0.9818210601806641,,0.9722497463226318,0.9624771475791931,0.9721826513608297
sna,0.981755256652832,,0.9741674065589905,0.960011899471283,0.9719781875610352
tsn,,,0.9782594442367554,0.9652540683746338,0.9717567563056946
pcm,0.9849796295166016,,0.9566330909729004,0.9710999131202698,0.9709042112032572
luo,0.9772955775260925,,0.9628992676734924,,0.9700974225997925
swa,0.9818887114524841,,0.9552889466285706,0.9677453637123108,0.9683076739311218
hau,0.9783996343612671,,0.9718011617660522,0.9501592516899109,0.9667866826057434
bam,,,0.9626882076263428,0.9708701968193054,0.9667792022228241
ibo,,,0.9789209961891174,0.9540677070617676,0.9664943516254425
zul,0.9777566194534302,,,0.9542750120162964,0.9660158157348633
xho,0.9680474400520325,,,0.9604412913322449,0.9642443656921387
bbj,,,0.9748610258102417,0.9396116733551025,0.9572363495826721
yor,,,0.9692367315292358,0.9405356049537659,0.9548861682415009
