,PER,LOC,ORG,DATE,SWD_mean
bam,,0.01712463761032268,0.01769035269262531,,0.017407495151473995
bbj,,0.01999680727476516,0.012954657473528641,,0.0164757323741469
ewe,0.010363280851379386,,0.013383304343278724,,0.011873292597329055
fon,0.011530730810591194,0.017793717453969293,0.01155075436054176,,0.01362506754170075
hau,0.009517329732261715,0.014733704833815864,0.011534966077306308,,0.011928666881127961
ibo,,0.016968014736448822,0.010981798543070909,,0.013974906639759865
kin,0.009828167574596591,0.014399982679606183,0.012289556154428283,,0.012172568802877018
lug,0.011465997646155301,,0.010655599940037064,,0.011060798793096183
luo,0.011541687296812597,,0.015264519322954584,,0.01340310330988359
mos,0.011796677797065058,,0.012231371834786842,,0.01201402481592595
nya,0.00814592458846164,0.015435152630743687,0.012433313449037087,,0.012004796889414138
pcm,0.009520204332147841,0.015507053992678266,0.017192191503454524,,0.01407314994276021
sna,0.009330189309821435,0.016363592009838612,0.012882754318525258,,0.012858845212728435
swa,0.00996650478009542,0.011652503621917276,0.013796559807815356,,0.011805189403276017
tsn,,0.018131273271137616,0.010559062980064482,,0.014345168125601049
twi,0.008208118715629098,0.015071232675836654,0.010820654723829648,,0.011366668705098467
wol,0.008691692092725134,0.01653470162091253,0.01277190023665753,,0.012666097983431731
xho,0.01320336948356271,0.018989554093423067,,,0.01609646178849289
yor,,0.02217766378998931,0.013695889141672524,,0.017936776465830917
zul,0.011388147309844499,0.015370315185464278,,,0.013379231247654388
