,LOC,PER,ORG,DATE,Mean
zul,0.8361547,0.59807706,0.8296844,0.7435524,0.7518671
tsn,0.8320457,0.58261234,0.8487171,0.6668906,0.7325665
swa,0.73075765,0.57982606,0.8822,0.6870092,0.7199483
sna,0.70723784,0.5808523,0.90562105,0.67990494,0.71840405
nya,0.70151854,0.5917349,0.9132784,0.6579263,0.7161145
kin,0.71951187,0.5755471,0.9174745,0.6494943,0.7155069
xho,0.77176213,0.5902561,0.7302086,0.7667799,0.71475166
pcm,0.71593344,0.58155113,0.88279414,0.6689328,0.7123029
hau,0.71014845,0.5716631,0.8944497,0.66835785,0.71115476
wol,0.7588515,0.5765108,0.86321604,0.6435873,0.7105414
lug,0.71243054,0.574601,0.88348234,0.6664675,0.7092453
ewe,0.7029874,0.5728935,0.884825,0.66438276,0.7062721
twi,0.71038246,0.5821395,0.8716201,0.6504359,0.7036445
luo,0.70089686,0.5766921,0.89307404,0.6412035,0.7029666
yor,0.7208371,0.58719456,0.8271735,0.6687747,0.70099497
ibo,0.70428896,0.5741535,0.88189435,0.64106905,0.7003515
mos,0.6977504,0.5751817,0.8685945,0.6495954,0.6977805
fon,0.69781524,0.5814766,0.84787107,0.6416427,0.6922014
bbj,0.69657946,0.5721758,0.84457135,0.6508424,0.69104224
bam,0.6920947,0.5756513,0.79620975,0.6579,0.6804639
