,DATE,PER,LOC,ORG,Mean
luo,0.9848393221565186,0.8763238008047541,0.9806301827251166,0.9907064719736586,0.958124944415012
twi,0.9874730573790756,0.8672001220970375,0.9799795627243895,0.9921986496498753,0.9567128479625945
ewe,0.983728086083074,0.8795918511852957,0.9736875543131177,0.9887942323047051,0.9564504309715481
tsn,0.9908517492683893,0.8699759162270259,0.9725510753349974,0.9896835935521408,0.9557655835956383
sna,0.9932565233139452,0.862484371905524,0.9715081505301951,0.9907174231309646,0.9544916172201572
kin,0.9893991793021337,0.8586426872964886,0.9809257239286717,0.9888516141841953,0.9544548011778724
ibo,0.9934322328973111,0.858327553965985,0.975053079007057,0.9900039069867184,0.9542041932142679
nya,0.9821296998625602,0.8680957629790944,0.9716953434385094,0.9907728045930968,0.9531734027183152
swa,0.9686373457677192,0.8660515252449574,0.9870833277967495,0.9874256662745811,0.9522994662710018
xho,0.9929894337245575,0.8634110508643178,0.963403297220635,0.9885233720170246,0.9520817884566337
lug,0.9854516352394007,0.860873380586482,0.9819521843438369,0.976919295240346,0.9512991238525164
zul,0.9844309332794344,0.8566019354939723,0.9720483324513566,0.9892133074285697,0.9505736271633333
yor,0.986710146121839,0.8648564433446945,0.9483106803191352,0.9867825774420368,0.9466649618069264
wol,0.9871399445757726,0.8530898500480921,0.9605246348995617,0.9833593336982179,0.9460284408054112
pcm,0.9517548434507938,0.8735101480355609,0.9730570009900374,0.9847954554309633,0.9457793619768389
mos,0.9807778021109274,0.8645734169534418,0.950499584082601,0.9864076130814976,0.9455646040571171
bbj,0.9781600296216514,0.8699478128719033,0.9527372602201939,0.9786992798254707,0.9448860956348047
fon,0.9713296651878766,0.8726864612850284,0.9493939410369678,0.9856962849413577,0.9447765881128076
hau,0.9677434489250295,0.869017017172685,0.9533874655140757,0.9779978386233209,0.9420364425587778
bam,0.9773352165196918,0.8485232641822867,0.9640047776628584,0.9756098635637266,0.9413682804821408
