Language,Cosine_Similarity
lug,0.9651396
xho,0.95702064
zul,0.95555156
kin,0.95035636
nya,0.9218638
sna,0.91741747
luo,0.9032568
tsn,0.89648795
hau,0.87753564
wol,0.8662512
ibo,0.8514472
ewe,0.841269
bam,0.8360961
twi,0.83462495
mos,0.81413007
swa,0.77270466
pcm,0.7431497
fon,0.7101406
yor,0.6876425
bbj,0.6779423
