Language,Cosine_Similarity
lug,0.9990495
kin,0.9988976
sna,0.9987522
tsn,0.99865186
luo,0.9985861
nya,0.9983172
wol,0.9982553
ibo,0.9976822
pcm,0.9976326
ewe,0.997087
mos,0.99641514
xho,0.9962443
yor,0.9957711
zul,0.99569255
bam,0.99518776
twi,0.9949209
bbj,0.9945587
hau,0.9944166
fon,0.9938046
swa,0.99332345
