,DATE,PER,LOC,ORG
bam,,,,0.7334355711936951
bbj,,,,0.7965728640556335
ewe,,0.630610466003418,,0.7365356087684631
fon,,0.5507751107215881,,
hau,,0.6295151710510254,,0.727461040019989
ibo,,,0.8393556475639343,0.7969375848770142
kin,,,,0.7476093173027039
lug,,0.590582549571991,,0.8473460078239441
luo,,0.68744957447052,,0.7754486203193665
mos,,0.5242449045181274,,0.7952602505683899
nya,,,,0.7694737315177917
pcm,,0.592917263507843,0.8743091821670532,
sna,,0.5061182975769043,0.8021249771118164,
swa,,0.654751718044281,,
tsn,,,0.830320417881012,0.8055698275566101
twi,,0.7118754982948303,,
wol,,,,0.772315502166748
xho,,0.6280316114425659,0.7086862921714783,
yor,,,0.5653923749923706,0.7968934774398804
zul,,,0.7021372318267822,
