,PER,DATE,LOC,ORG,Mean
kin,0.9601754238786112,0.9905536395505078,0.9867611431419372,0.9833174047131038,0.98020190282104
nya,0.9636389290393426,0.9858398885568138,0.9849033895052087,0.986292904241461,0.9801687778357066
sna,0.9527239240606248,0.9929441318536892,0.9875199474737447,0.9874444888782304,0.9801581230665722
twi,0.9593776885893779,0.9843540635169873,0.9859270955561402,0.9880233871411247,0.9794205587009075
hau,0.959100335866886,0.9879527402041257,0.9829949627419926,0.9873176494257148,0.9793414220596797
lug,0.9610293156199764,0.9904562178659305,0.9809101845078283,0.9799729037590246,0.97809215543819
zul,0.9592825528593839,0.9879230348625703,0.976220430792224,0.9874781880780996,0.9777260516480694
ibo,0.9576992710673523,0.990609158777887,0.9853208307024323,0.9681018323686599,0.9754327732290828
wol,0.9595085524458944,0.9826430590853649,0.9779402615398769,0.9809960323129528,0.9752719763460224
xho,0.9402238934675756,0.9933482625048384,0.982380974572355,0.9838098861000303,0.9749407541611997
luo,0.953774807664932,0.9834288406837374,0.98196603441631,0.978941031931888,0.9745276786742169
bam,0.9562125740931418,0.9828016326850373,0.9812252813197281,0.9709741756632165,0.9728034159402809
tsn,0.9555276950082903,0.9889289813212971,0.9690219009203616,0.9745942182772428,0.9720181988817979
mos,0.9443992283481167,0.9787826248800944,0.9811065327811396,0.97527243095332,0.9698902042406677
swa,0.9584356218918235,0.9756352173319702,0.9711669952313932,0.9734573791061966,0.9696738033903458
yor,0.955809178229897,0.9641733224347034,0.9678102734824103,0.9741630599622781,0.9654889585273222
fon,0.9415107166355005,0.9593374806702081,0.974540694337877,0.9810466662510571,0.9641088894736607
bbj,0.9525769991633037,0.9629537017456709,0.9583803443178512,0.9715369485020893,0.9613619984322288
ewe,0.9478105977333989,0.973938901018314,0.9550229336530233,0.9679010236223528,0.9611683640067723
pcm,0.9565978303605583,0.9291790731083538,0.9619178293841154,0.9634012846546928,0.95277400437693
