,PER,LOC,DATE,ORG,Mean
twi,0.9643843173980713,0.9529030323028564,0.9244250059127808,0.9534633755683899,0.9487939327955246
lug,0.9349695444107056,0.9542816281318665,0.9645698070526123,0.940799355506897,0.9486550837755203
tsn,0.9482818841934204,0.9193709492683411,0.9507130980491638,0.9289281368255615,0.9368235170841217
ibo,0.9592140913009644,0.8576781749725342,0.9515345692634583,0.938468337059021,0.9267237931489944
luo,0.9422520399093628,0.9497298002243042,0.9356563091278076,0.8756150007247925,0.9258132874965668
kin,0.9501098990440369,0.9378307461738586,0.933414101600647,0.8807759881019592,0.9255326837301254
nya,0.968837320804596,0.8733155131340027,0.9117735624313354,0.9458392858505249,0.9249414205551147
zul,0.9138041734695435,0.8975426554679871,0.9438666105270386,0.9290376305580139,0.9210627675056458
sna,0.9402245283126831,0.8656525611877441,0.9536493420600891,0.9169979691505432,0.9191311001777649
swa,0.9540286660194397,0.9462088942527771,0.885672390460968,0.8871737122535706,0.9182709157466888
hau,0.9515224695205688,0.8562244176864624,0.9220439791679382,0.934654176235199,0.9161112606525421
bam,0.9540324807167053,0.9039273858070374,0.9226996302604675,0.8700625896453857,0.912680521607399
wol,0.9580146670341492,0.8404725790023804,0.9450446963310242,0.9059147834777832,0.9123616814613342
fon,0.9383467435836792,0.8781248927116394,0.8899933099746704,0.9359997510910034,0.9106161743402481
mos,0.9425614476203918,0.8678935170173645,0.8991519808769226,0.9169284701347351,0.9066338539123535
xho,0.9116818904876709,0.8157721161842346,0.9006222486495972,0.9145651459693909,0.8856603503227234
pcm,0.9602226614952087,0.9376466274261475,0.7389057278633118,0.8898360133171082,0.881652757525444
bbj,0.9508291482925415,0.7721089720726013,0.84881991147995,0.911102831363678,0.8707152158021927
ewe,0.936660885810852,0.9214417934417725,0.6667717099189758,0.9282358288764954,0.8632775545120239
yor,0.8757230043411255,0.6885058879852295,0.8703197240829468,0.9051909446716309,0.8349348902702332
