,LOC,DATE,ORG,PER,Mean
lug,0.99584365,0.98287904,0.9909503,0.9981677,0.99196017
kin,0.9947939,0.98641646,0.9914335,0.9929368,0.9913952
nya,0.9916217,0.9784573,0.9942845,0.9956939,0.9900144
sna,0.990654,0.9844592,0.9906514,0.9907969,0.9891404
luo,0.98950434,0.9696001,0.9895325,0.99540496,0.9860105
xho,0.98535746,0.9872848,0.9835793,0.98086333,0.9842712
twi,0.9802294,0.96816003,0.9889411,0.99323857,0.9826423
ibo,0.9877846,0.97435945,0.97557014,0.9915991,0.98232836
tsn,0.9811579,0.97515225,0.9837862,0.9888069,0.98222584
zul,0.98645484,0.9707979,0.98166525,0.9896476,0.98214144
hau,0.98073375,0.98012286,0.9793634,0.9867275,0.9817369
wol,0.9814326,0.9730609,0.9792876,0.98867536,0.9806141
swa,0.9788129,0.96622324,0.9814529,0.99369174,0.9800452
bam,0.98045605,0.9680528,0.96498346,0.9846856,0.97454447
mos,0.9689803,0.9575066,0.9762316,0.989609,0.9730819
ewe,0.9687073,0.959054,0.97436064,0.9881258,0.97256196
fon,0.9559048,0.92250705,0.9670699,0.9815252,0.9567517
yor,0.9525984,0.94158375,0.96458125,0.95963347,0.95459926
pcm,0.9536004,0.8947623,0.97052115,0.9901638,0.9522619
bbj,0.90446764,0.9215546,0.9130729,0.9759166,0.92875296
