,PER,LOC,DATE,ORG,Mean
lug,0.7744386,0.7484931,0.67750067,0.76239026,0.7407056
kin,0.70544714,0.74717236,0.6754024,0.72010887,0.7120327
nya,0.7230421,0.71923625,0.66654235,0.71044683,0.7048169
sna,0.6972846,0.7000156,0.6831523,0.69396484,0.69360435
xho,0.65180624,0.6935192,0.69276035,0.69231945,0.68260133
zul,0.6998233,0.6786164,0.6448944,0.68161285,0.67623675
tsn,0.67104423,0.6619787,0.6547053,0.6768733,0.6661504
luo,0.6824467,0.6855604,0.6349258,0.64835405,0.66282177
wol,0.6563323,0.65347046,0.6244567,0.65528405,0.64738584
ibo,0.67059267,0.6598436,0.61587197,0.6353291,0.64540935
hau,0.6477351,0.63456935,0.65464246,0.64214516,0.644773
twi,0.6419782,0.6300851,0.6086701,0.64790016,0.6321584
swa,0.6471271,0.6206172,0.6132979,0.61794895,0.6247478
bam,0.6415645,0.6127115,0.63459367,0.60940146,0.6245678
ewe,0.6236878,0.6187665,0.6111509,0.6330329,0.6216595
mos,0.6358858,0.601767,0.59901303,0.62232476,0.61474764
pcm,0.60706234,0.58013844,0.559543,0.60395455,0.5876746
yor,0.58852756,0.5806092,0.57791734,0.5914108,0.58461624
fon,0.60443413,0.5684097,0.52115303,0.5807955,0.5686981
bbj,0.5861616,0.52308977,0.55147743,0.56195307,0.5556705
