,PER,LOC,ORG,DATE,SWD_mean
bam,0.0147304266156425,0.00850019871359109,0.009891699380204955,0.0066062606620107545,0.009932146342862325
bbj,0.014391898377198231,0.00858981499368383,0.006746172197836131,0.006352040104047774,0.009019981418191492
ewe,0.015242783577832597,0.008770528589593596,0.007142621250750381,0.009171860141577781,0.010081948389938589
fon,0.014845862468064297,0.007948261630644993,0.007733850025488209,0.008646810964819451,0.009793696272254238
hau,0.014748517552106932,0.01109858889503812,0.007188033637248736,0.010440968011607765,0.010869027024000388
ibo,0.014196143115441373,0.007873252352510463,0.006904238930928841,0.004789078775502276,0.008440678293595738
kin,0.015430468944941822,0.01003669503643323,0.008827411210404534,0.006495903352515597,0.010197619636073796
lug,0.014651672380750824,0.010147472013159131,0.007722620239292155,0.005463189352667541,0.009496238496467413
luo,0.014394845966307912,0.009940330010067555,0.009759002263308503,0.005376068944315193,0.00986756179599979
mos,0.014373716106092616,0.009398524752668891,0.007209571750991017,0.007850588161545602,0.009708100192824531
nya,0.01602822716358787,0.007479542907049108,0.007676918922243203,0.008006798801488912,0.009797871948592274
pcm,0.015753064162709052,0.009343434719994548,0.009482887204285362,0.011179586510479567,0.011439743149367132
sna,0.014841172944670689,0.007935971169899858,0.008380997540825774,0.0051238740834378405,0.00907050393470854
swa,0.014761560403712792,0.008078970089627546,0.010263264025525132,0.009605550851119915,0.010677336342496346
tsn,0.014028522055014037,0.009800690584143013,0.00895846487946983,0.005226796568877035,0.009503618521875978
twi,0.013949000850516313,0.008857307077960286,0.005904056457438855,0.007221115451102378,0.008982869959254458
wol,0.015700622071562975,0.00943346317671967,0.008194418966922967,0.005387859425809438,0.009679090910253763
xho,0.015184538999164943,0.010421918292195187,0.00785008280627153,0.007212084263301222,0.01016715609023322
yor,0.015118393343072967,0.011690272724536044,0.009791562875761883,0.0063973709388847055,0.0107493999705639
zul,0.013964207735625678,0.008445148678674741,0.007731725700523384,0.0050446625718905125,0.008796436171678579
